StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
00646,549389,334,20591149,37.47,37.54,37.4,37.47,0.32,2023-03-21
00647L,240421,97,12395792,51.6,51.7,51.5,51.55,1.0,2023-03-21
00648R,2905200,165,21329886,7.34,7.36,7.33,7.35,-0.07,2023-03-21
00650L,5781581,889,71369454,12.4,12.45,12.21,12.37,0.21,2023-03-21
00651R,1013000,72,8840660,8.75,8.77,8.68,8.72,-0.08,2023-03-21
00652,129154,302,3614304,28.0,28.01,27.91,27.99,0.19,2023-03-21
00653L,255467,143,10010454,39.1,39.33,39.01,39.22,0.59,2023-03-21
00654R,165037,20,1385101,8.39,8.4,8.38,8.4,-0.07,2023-03-21
00655L,2357201,598,62657331,26.51,27.01,26.35,27.0,0.65,2023-03-21
00656R,161000,9,1366620,8.52,8.53,8.46,8.46,-0.1,2023-03-21
00657,102970,974,3335750,32.4,32.44,32.34,32.34,0.16,2023-03-21
00657K,200,2,2118,10.59,10.59,10.59,10.59,0.07,2023-03-21
00660,4422,791,133049,30.27,30.27,30.23,30.23,0.62,2023-03-21
00661,3766,768,129844,34.56,34.68,34.56,34.68,0.14,2023-03-21
00662,1212847,471,60095050,49.5,49.61,49.43,49.57,0.11,2023-03-21
00663L,8000,6,824750,103.1,103.2,102.6,102.6,0.35,2023-03-21
00664R,4309162,406,26037636,6.05,6.07,6.03,6.04,-0.05,2023-03-21
00665L,23169124,2200,177201787,7.73,7.75,7.56,7.66,0.08,2023-03-21
00666R,198000,20,3021050,15.21,15.31,15.18,15.18,-0.09,2023-03-21
00668,61346,512,2198674,35.8,35.87,35.79,35.85,0.51,2023-03-21
00668K,200,2,2342,11.71,11.71,11.71,11.71,0.14,2023-03-21
00669R,6906050,529,57049472,8.26,8.27,8.25,8.26,-0.11,2023-03-21
00670L,1123598,450,69481153,61.9,61.95,61.65,61.9,0.4,2023-03-21
00671R,5111300,355,29455827,5.76,5.78,5.75,5.76,-0.03,2023-03-21
00673R,10144525,885,102381372,10.04,10.15,10.04,10.11,-0.13,2023-03-21
00674R,1870379,288,22393745,11.98,12.0,11.95,12.0,0.0,2023-03-21
00675L,475517,323,21377820,44.97,45.16,44.71,44.9,0.48,2023-03-21
00676R,6672034,349,22137492,3.32,3.33,3.31,3.33,0.0,2023-03-21
00678,341715,671,8469837,24.75,24.8,24.65,24.75,0.01,2023-03-21
00680L,14214877,2069,173997911,12.22,12.27,12.2,12.26,-0.11,2023-03-21
00681R,420000,46,7458410,17.77,17.77,17.72,17.74,0.1,2023-03-21
00682U,70162,34,1440127,20.55,20.55,20.51,20.53,-0.11,2023-03-21
00683L,1432403,315,30871540,21.59,21.62,21.53,21.58,-0.19,2023-03-21
00684R,3000,3,48140,16.04,16.05,16.04,16.05,0.0,2023-03-21
00685L,90360,49,3598467,39.85,40.0,39.64,39.73,0.34,2023-03-21
00686R,672000,28,2420950,3.6,3.62,3.59,3.61,-0.02,2023-03-21
00688L,2756000,386,33521530,12.19,12.19,12.13,12.17,-0.13,2023-03-21
00689R,70000,24,1288990,18.41,18.43,18.4,18.41,0.13,2023-03-21
00690,110139,266,3008662,27.26,27.35,27.26,27.32,0.17,2023-03-21
00692,1183142,1001,34816176,29.37,29.5,29.35,29.43,0.16,2023-03-21
00693U,29063,16,769154,26.46,26.5,26.45,26.47,0.2,2023-03-21
00700,161253,1024,1978719,12.3,12.4,12.25,12.28,0.03,2023-03-21
00701,1239001,867,27711317,22.18,22.43,22.18,22.38,0.2,2023-03-21
00702,106553,334,2150061,20.11,20.19,20.11,20.19,0.24,2023-03-21
00703,28988,997,447300,15.51,15.51,15.4,15.49,0.08,2023-03-21
00706L,2076000,304,21070800,10.14,10.17,10.12,10.14,0.1,2023-03-21
00707R,1000,1,23670,23.67,23.67,23.67,23.67,0.0,2023-03-21
00708L,1944618,339,55201708,28.34,28.5,28.34,28.38,0.13,2023-03-21
00709,33162,976,773894,23.4,23.4,23.37,23.38,0.43,2023-03-21
00710B,684165,350,11970991,17.53,17.55,17.47,17.51,0.0,2023-03-21
00711B,115921,712,1842759,15.9,15.91,15.9,15.9,0.0,2023-03-21
00712,18882706,7139,184154835,9.68,9.8,9.67,9.76,0.0,2023-03-21
00713,5893924,4236,230616069,39.0,39.24,38.99,39.13,0.26,2023-03-21
00714,625183,253,11205249,17.92,17.95,17.9,17.93,0.11,2023-03-21
00715L,57142727,5511,652969888,11.52,11.52,11.27,11.41,0.29,2023-03-21
00717,846057,777,11976914,14.2,14.2,14.13,14.15,-0.07,2023-03-21
00728,391152,527,9126368,23.27,23.38,23.27,23.33,0.12,2023-03-21
00730,67354,151,1275861,19.0,19.0,18.91,18.93,0.01,2023-03-21
00731,1026915,150,56925013,55.15,55.5,55.15,55.4,0.25,2023-03-21
00732,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
00733,113904,158,4052351,35.53,35.7,35.5,35.61,0.29,2023-03-21
00735,227833,843,5979508,26.16,26.29,26.15,26.22,0.07,2023-03-21
00736,102796,800,1934958,18.79,18.84,18.79,18.84,0.01,2023-03-21
00737,32663,497,876263,26.95,26.95,26.8,26.82,-0.02,2023-03-21
00738U,542949,241,12083628,22.25,22.38,22.21,22.22,0.19,2023-03-21
00739,21129,566,489043,23.14,23.22,23.11,23.14,0.08,2023-03-21
00752,4781896,1316,84872966,17.86,17.9,17.67,17.82,0.06,2023-03-21
00753L,15874466,2118,161633069,10.28,10.29,10.09,10.19,0.11,2023-03-21
00757,437641,462,18701127,42.75,42.77,42.64,42.75,0.01,2023-03-21
00762,146900,137,5274974,35.9,35.95,35.86,35.92,0.1,2023-03-21
00763U,19000,14,474190,24.98,24.98,24.92,24.94,0.23,2023-03-21
00770,259282,763,7247988,27.91,28.0,27.89,27.97,0.06,2023-03-21
00771,70275,759,1101266,15.72,15.75,15.65,15.67,0.02,2023-03-21
00775B,53014,887,1778437,33.57,33.57,33.56,33.56,0.16,2023-03-21
00783,100001,6,2105620,21.05,21.07,21.05,21.07,0.15,2023-03-21
00830,4857272,1769,133838166,27.46,27.59,27.46,27.58,0.24,2023-03-21
00850,671354,349,20599562,30.64,30.78,30.63,30.69,0.14,2023-03-21
00851,8027,706,210475,26.3,26.3,26.21,26.25,-0.01,2023-03-21
00852L,1105885,275,19664393,17.78,17.82,17.75,17.77,0.46,2023-03-21
00861,983199,432,27775774,27.98,28.34,27.98,28.33,0.4,2023-03-21
00865B,104990,996,4251460,40.42,40.51,40.42,40.51,0.04,2023-03-21
00875,396381,99,9878264,24.91,24.97,24.9,24.9,0.08,2023-03-21
00876,1118956,535,30467402,27.06,27.32,26.79,27.3,0.25,2023-03-21
00878,35189962,18401,596379033,16.9,16.99,16.9,16.93,0.07,2023-03-21
00881,6401754,1818,96016557,15.0,15.03,14.95,15.01,0.1,2023-03-21
00882,11116373,3295,133861344,12.11,12.13,12.01,12.04,0.0,2023-03-21
00885,34348440,10242,377153923,10.99,11.03,10.94,10.96,-0.08,2023-03-21
00891,12038177,2240,159506753,13.4,13.41,13.21,13.24,-0.03,2023-03-21
00892,2442424,602,29711366,12.25,12.28,12.13,12.13,-0.02,2023-03-21
00893,8851065,2173,120377302,13.58,13.62,13.57,13.61,0.11,2023-03-21
00894,955265,278,12921958,13.51,13.6,13.49,13.5,0.04,2023-03-21
00895,938551,383,13616226,14.5,14.54,14.49,14.51,0.11,2023-03-21
00896,1148604,465,16433963,14.29,14.35,14.27,14.28,0.03,2023-03-21
00897,1841320,278,13764969,7.47,7.49,7.46,7.48,0.01,2023-03-21
00898,399042,182,2827923,7.07,7.1,7.07,7.1,0.01,2023-03-21
00899,69141,119,1441721,20.88,20.88,20.78,20.87,0.09,2023-03-21
00900,5296480,1944,61608160,11.64,11.69,11.6,11.6,0.01,2023-03-21
00901,414407,185,5347182,12.92,12.97,12.88,12.89,0.04,2023-03-21
00902,6903019,1659,83614809,12.1,12.15,12.09,12.13,0.09,2023-03-21
00903,1470280,379,14166804,9.65,9.65,9.62,9.64,0.02,2023-03-21
00904,910155,200,11339912,12.55,12.55,12.43,12.46,-0.01,2023-03-21
00905,1678655,528,15069424,8.95,9.0,8.95,8.98,0.04,2023-03-21
00906,3000,3,31080,10.37,10.37,10.35,10.35,-0.01,2023-03-21
00907,1106507,532,15715385,14.14,14.26,14.14,14.19,0.07,2023-03-21
00908,2001286,436,23936991,11.95,12.01,11.92,11.92,0.04,2023-03-21
00909,450590,113,7576543,16.82,16.84,16.77,16.82,0.19,2023-03-21
00910,54580,170,823354,15.07,15.1,15.07,15.09,-0.03,2023-03-21
00911,166623,35,2908220,17.3,17.47,17.3,17.46,0.13,2023-03-21
00912,495214,246,7317997,14.8,14.82,14.74,14.78,0.05,2023-03-21
00913,115005,9,1912972,16.7,16.7,16.63,16.63,-0.02,2023-03-21
00915,521966,257,8424502,16.05,16.2,16.05,16.13,0.1,2023-03-21
00916,388669,220,5928316,15.24,15.27,15.23,15.26,0.06,2023-03-21
00917,927414,262,13218418,14.27,14.27,14.24,14.27,0.05,2023-03-21
00918,476738,103,7979683,16.75,16.76,16.7,16.73,0.07,2023-03-21
00919,1026806,1115,19335838,18.86,18.88,18.8,18.83,0.04,2023-03-21
00920,1010877,145,16311623,16.12,16.16,16.06,16.13,0.22,2023-03-21
00921,360732,152,5587792,15.52,15.6,15.4,15.44,-0.02,2023-03-21
00923,2276888,951,33804750,14.88,14.89,14.8,14.86,0.06,2023-03-21
01001T,5000,3,77000,15.3,15.5,15.3,15.5,0.0,2023-03-21
01002T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
01003T,13050,9,265676,20.31,20.4,20.31,20.4,0.07,2023-03-21
01004T,9000,9,132560,14.51,14.99,14.51,14.99,0.0,2023-03-21
01007T,10000,5,175000,17.5,17.5,17.5,17.5,0.0,2023-03-21
01009T,4000,3,33800,8.49,8.49,8.33,8.33,0.02,2023-03-21
01010T,9000,5,90160,10.04,10.04,10.0,10.04,0.0,2023-03-21
020000,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020002,1000,1,12630,12.63,12.63,12.63,12.63,-0.05,2023-03-21
020007,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020011,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020012,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020016,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
020018,7000,3,113750,16.3,16.3,16.24,16.25,0.11,2023-03-21
020019,8000,3,102410,12.79,12.82,12.79,12.82,0.03,2023-03-21
02001L,40000,2,398400,9.9,9.98,9.9,9.98,0.0,2023-03-21
02001R,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
02001S,3000,2,15300,5.1,5.1,5.1,5.1,0.0,2023-03-21
020020,51000,15,342450,6.72,6.72,6.7,6.72,0.04,2023-03-21
020022,479000,63,2659280,5.54,5.57,5.54,5.56,0.05,2023-03-21
020028,146000,19,782670,5.35,5.37,5.35,5.36,0.05,2023-03-21
020029,142000,23,700800,4.95,4.95,4.92,4.93,0.01,2023-03-21
020030,225000,20,956410,4.25,4.26,4.24,4.25,0.04,2023-03-21
020031,212000,26,925510,4.39,4.42,4.35,4.35,-0.01,2023-03-21
020032,21000,5,110970,5.28,5.29,5.27,5.27,0.03,2023-03-21
020034,197000,34,1079730,5.54,5.55,5.43,5.43,-0.04,2023-03-21
030001,40000,2,97600,2.5,2.5,2.38,2.38,0.0,2023-03-21
030002,211000,8,252310,1.2,1.23,1.17,1.23,-0.01,2023-03-21
030003,14000,5,58750,3.95,4.3,3.95,4.3,0.3,2023-03-21
030004,21000,2,37830,1.83,1.83,1.8,1.8,0.0,2023-03-21
030005,55000,3,40420,0.6,0.74,0.6,0.74,0.14,2023-03-21
030006,2000,1,580,0.29,0.29,0.29,0.29,0.02,2023-03-21
030007,20000,2,10200,0.49,0.53,0.49,0.53,0.1,2023-03-21
030008,161000,11,50520,0.29,0.37,0.29,0.37,0.08,2023-03-21
030009,80000,3,102100,1.3,1.3,1.25,1.25,0.02,2023-03-21
030010,17000,2,12910,0.78,0.78,0.73,0.73,0.04,2023-03-21
030011,72000,13,45200,0.61,0.65,0.61,0.65,0.06,2023-03-21
030012,10000,1,24000,2.4,2.4,2.4,2.4,0.06,2023-03-21
030013,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030014,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030016,48000,3,78600,1.64,1.64,1.63,1.63,0.06,2023-03-21
030017,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030018,7000,2,10710,1.53,1.53,1.53,1.53,0.0,2023-03-21
030019,200000,1,18000,0.09,0.09,0.09,0.09,0.02,2023-03-21
03001U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030020,9000,2,1350,0.15,0.15,0.15,0.15,0.03,2023-03-21
030021,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030023,578000,27,1556640,2.7,2.75,2.62,2.74,0.13,2023-03-21
030024,37000,4,79270,2.14,2.16,2.11,2.16,0.1,2023-03-21
030025,7000,3,8770,1.3,1.31,1.18,1.18,-0.16,2023-03-21
030026,11000,2,5240,0.44,0.48,0.44,0.48,0.0,2023-03-21
030027,38000,5,57820,1.44,1.66,1.44,1.6,0.0,2023-03-21
030028,4000,2,5650,1.42,1.42,1.41,1.41,0.24,2023-03-21
030029,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03002P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03002U,3000,1,5430,1.81,1.81,1.81,1.81,-0.11,2023-03-21
030030,226000,9,171680,0.76,0.77,0.73,0.77,-0.05,2023-03-21
030031,111000,14,86120,0.79,0.79,0.75,0.76,0.0,2023-03-21
030032,460000,47,589140,1.25,1.35,1.1,1.1,-0.06,2023-03-21
030033,55000,2,37900,0.67,0.7,0.67,0.7,0.0,2023-03-21
030034,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030035,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030036,20000,1,15000,0.75,0.75,0.75,0.75,-0.07,2023-03-21
030037,9000,1,2700,0.3,0.3,0.3,0.3,0.0,2023-03-21
030038,16000,1,30080,1.88,1.88,1.88,1.88,0.15,2023-03-21
030039,81000,2,46690,0.57,0.58,0.57,0.58,0.0,2023-03-21
03003U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030040,190000,38,1249350,6.1,7.0,6.1,6.9,0.0,2023-03-21
030041,22000,5,27460,1.21,1.25,1.21,1.25,0.06,2023-03-21
030042,7000,4,8960,1.26,1.3,1.26,1.3,0.04,2023-03-21
030043,104000,1,139360,1.34,1.34,1.34,1.34,0.06,2023-03-21
030044,52000,2,147680,2.84,2.84,2.84,2.84,-0.02,2023-03-21
030045,39000,2,97490,2.49,2.5,2.49,2.5,0.01,2023-03-21
030046,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030047,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030048,12000,3,82400,7.05,7.05,6.85,6.85,-0.4,2023-03-21
030049,14000,6,27640,2.0,2.0,1.95,1.95,0.0,2023-03-21
03004U,520000,13,221400,0.44,0.44,0.42,0.43,-0.03,2023-03-21
030050,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030051,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030052,467000,30,664140,1.35,1.47,1.35,1.42,0.13,2023-03-21
030053,36000,4,38880,1.05,1.11,1.03,1.09,0.06,2023-03-21
030054,125000,5,139260,1.08,1.18,1.07,1.18,0.15,2023-03-21
030055,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030056,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030057,447000,18,810190,1.83,1.83,1.79,1.79,0.0,2023-03-21
030058,96000,14,268510,2.7,2.88,2.7,2.7,0.1,2023-03-21
030059,317000,26,520520,1.64,1.73,1.42,1.48,-0.06,2023-03-21
03005U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030060,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030061,4000,2,3700,0.91,0.93,0.91,0.93,0.08,2023-03-21
030062,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030063,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030064,427000,21,397960,1.03,1.03,0.87,0.87,-0.12,2023-03-21
030065,417000,9,353480,0.77,0.94,0.75,0.84,0.14,2023-03-21
030066,134000,7,122120,0.92,0.95,0.89,0.89,-0.01,2023-03-21
030067,129000,4,171910,1.28,1.41,1.28,1.41,0.25,2023-03-21
030068,1896000,36,2460350,1.25,1.35,1.25,1.33,0.07,2023-03-21
030069,93000,6,69610,0.75,0.77,0.73,0.75,0.07,2023-03-21
03006U,117000,4,63200,0.54,0.55,0.54,0.54,-0.02,2023-03-21
03006X,20000,2,1300000,65.0,65.0,65.0,65.0,0.0,2023-03-21
030070,1573000,43,381620,0.23,0.26,0.23,0.25,0.03,2023-03-21
030071,180000,3,70700,0.4,0.4,0.38,0.39,-0.09,2023-03-21
030072,76000,1,50160,0.66,0.66,0.66,0.66,0.0,2023-03-21
030073,190000,4,101480,0.55,0.55,0.53,0.55,-0.03,2023-03-21
030074,115000,4,62600,0.53,0.55,0.53,0.54,0.05,2023-03-21
030075,39000,2,17160,0.44,0.44,0.44,0.44,0.0,2023-03-21
030076,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030077,206000,6,127940,0.65,0.65,0.61,0.61,0.01,2023-03-21
030078,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030079,673000,22,414940,0.68,0.68,0.58,0.59,-0.12,2023-03-21
03007U,12000,2,9600,0.8,0.8,0.8,0.8,-0.06,2023-03-21
03007X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030080,150000,1,31500,0.21,0.21,0.21,0.21,0.0,2023-03-21
030081,102000,4,207340,2.04,2.12,2.02,2.02,0.07,2023-03-21
030082,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030083,202000,3,98970,0.47,0.5,0.47,0.49,0.04,2023-03-21
030084,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030085,189000,7,120580,0.63,0.67,0.63,0.67,0.05,2023-03-21
030086,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030087,48000,9,118790,2.65,2.65,2.31,2.45,-0.39,2023-03-21
030088,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030089,59000,2,31710,0.54,0.54,0.49,0.49,-0.04,2023-03-21
03008U,7000,1,5040,0.72,0.72,0.72,0.72,-0.06,2023-03-21
030090,1082000,43,1049830,0.89,1.07,0.88,0.93,0.2,2023-03-21
030091,145000,8,83780,0.57,0.6,0.57,0.6,0.05,2023-03-21
030092,70000,6,62360,0.88,0.9,0.88,0.89,0.04,2023-03-21
030093,929000,25,169180,0.25,0.25,0.17,0.18,-0.06,2023-03-21
030094,158000,9,191390,1.27,1.27,1.18,1.18,0.06,2023-03-21
030095,344000,6,51680,0.16,0.16,0.15,0.16,-0.01,2023-03-21
030096,200000,1,34000,0.17,0.17,0.17,0.17,-0.02,2023-03-21
030097,948000,12,335800,0.35,0.36,0.35,0.35,-0.03,2023-03-21
030098,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030099,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03009U,117000,3,48320,0.42,0.42,0.41,0.41,0.0,2023-03-21
030100,610000,12,823650,1.34,1.41,1.31,1.41,0.07,2023-03-21
030101,28000,1,40600,1.45,1.45,1.45,1.45,0.07,2023-03-21
030102,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030103,101000,12,195520,1.82,1.99,1.82,1.93,0.11,2023-03-21
030104,209000,25,219120,1.07,1.08,1.03,1.08,0.06,2023-03-21
030105,26000,4,25800,1.0,1.0,0.99,1.0,0.04,2023-03-21
030106,21000,6,90290,4.52,4.52,3.9,3.9,-0.22,2023-03-21
030107,25000,2,4800,0.2,0.2,0.19,0.19,-0.05,2023-03-21
030108,35000,3,44900,1.32,1.33,1.25,1.25,-0.01,2023-03-21
030109,85000,15,27170,0.3,0.34,0.3,0.32,0.03,2023-03-21
03010U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03010X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030110,181000,6,232680,1.35,1.35,1.25,1.28,-0.09,2023-03-21
030111,98000,1,97020,0.99,0.99,0.99,0.99,0.0,2023-03-21
030112,532000,14,543010,1.06,1.15,0.96,0.99,0.28,2023-03-21
030113,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030114,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030115,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030116,67000,6,40730,0.61,0.62,0.57,0.57,-0.11,2023-03-21
030117,10000,1,6400,0.64,0.64,0.64,0.64,0.0,2023-03-21
030118,20000,2,19300,0.96,0.97,0.96,0.97,0.08,2023-03-21
030119,504000,7,205540,0.42,0.42,0.38,0.38,0.0,2023-03-21
03011U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030120,139000,9,403850,2.86,2.93,2.78,2.78,-0.07,2023-03-21
030121,87000,5,108690,1.27,1.27,1.2,1.25,0.28,2023-03-21
030122,109000,2,39300,0.38,0.38,0.36,0.36,0.01,2023-03-21
030123,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030124,182000,15,185300,1.13,1.13,0.96,1.01,-0.11,2023-03-21
030125,23000,4,50130,2.19,2.25,2.12,2.12,-0.12,2023-03-21
030126,64000,9,108900,1.81,1.81,1.55,1.55,-0.12,2023-03-21
030127,12000,2,18200,1.5,1.55,1.5,1.55,-0.11,2023-03-21
030128,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030129,10000,2,67750,6.8,6.8,6.75,6.75,0.0,2023-03-21
03012U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03012X,7000,3,104400,15.0,15.0,14.9,14.9,0.5,2023-03-21
030130,3000,1,18000,6.0,6.0,6.0,6.0,0.0,2023-03-21
030131,215000,4,101950,0.54,0.54,0.47,0.47,0.0,2023-03-21
030132,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030133,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030134,3000,1,2220,0.74,0.74,0.74,0.74,0.0,2023-03-21
030135,147000,7,198940,1.36,1.36,1.35,1.36,0.04,2023-03-21
030136,15000,5,21410,1.43,1.45,1.41,1.45,0.04,2023-03-21
030137,270000,10,394000,1.44,1.48,1.44,1.48,0.05,2023-03-21
030138,77000,6,134720,1.89,1.89,1.66,1.68,0.0,2023-03-21
030139,175000,12,339160,1.96,1.96,1.92,1.93,-0.03,2023-03-21
03013P,2000,1,1160,0.58,0.58,0.58,0.58,-0.03,2023-03-21
03013U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030140,7000,3,7860,1.13,1.13,1.08,1.13,0.0,2023-03-21
030141,124000,8,67770,0.49,0.57,0.49,0.53,0.0,2023-03-21
030142,73000,4,72760,0.98,1.01,0.98,1.01,0.13,2023-03-21
030143,252000,4,205190,0.8,0.83,0.8,0.83,0.0,2023-03-21
030144,1000,1,1010,1.01,1.01,1.01,1.01,-0.14,2023-03-21
030145,399000,14,369250,0.94,0.97,0.91,0.94,0.04,2023-03-21
030146,40000,3,36050,0.91,0.91,0.88,0.88,0.11,2023-03-21
030147,160000,19,351300,2.14,2.2,2.14,2.19,0.24,2023-03-21
030148,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030149,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03014U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03014X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030150,49000,4,223110,4.51,4.59,4.28,4.28,-0.36,2023-03-21
030151,20000,1,15600,0.78,0.78,0.78,0.78,0.04,2023-03-21
030152,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030153,240000,12,66600,0.3,0.3,0.26,0.27,-0.07,2023-03-21
030154,217000,18,310000,1.34,1.55,1.34,1.42,0.18,2023-03-21
030155,765000,50,1272700,1.72,1.72,1.64,1.65,-0.01,2023-03-21
030156,483000,23,336800,0.67,0.73,0.67,0.71,0.03,2023-03-21
030157,2000,2,3360,1.67,1.69,1.67,1.69,0.02,2023-03-21
030158,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
030159,107000,5,135420,1.28,1.28,1.24,1.28,0.05,2023-03-21
03015P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
