StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
032642,10000,1,6600,0.66,0.66,0.66,0.66,0.0,2023-03-21
032643,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032644,15000,1,13050,0.87,0.87,0.87,0.87,0.05,2023-03-21
032645,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032646,198000,3,142000,0.7,0.72,0.7,0.72,0.07,2023-03-21
032647,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032648,5000,1,7800,1.56,1.56,1.56,1.56,0.0,2023-03-21
032649,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03264P,25000,1,1500,0.06,0.06,0.06,0.06,-0.02,2023-03-21
03264U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032650,129000,3,148260,1.15,1.15,1.12,1.12,-0.01,2023-03-21
032651,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032652,10000,1,17000,1.7,1.7,1.7,1.7,0.05,2023-03-21
032653,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032654,605000,25,914460,1.37,1.56,1.37,1.52,0.34,2023-03-21
032655,16000,2,36870,2.32,2.32,2.27,2.27,0.02,2023-03-21
032656,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032657,256000,8,559470,2.22,2.23,2.15,2.17,-0.02,2023-03-21
032658,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032659,69000,4,75910,1.12,1.13,1.09,1.09,-0.07,2023-03-21
03265P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03265U,295000,11,227510,0.8,0.82,0.73,0.75,-0.14,2023-03-21
032660,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032661,20000,1,21000,1.05,1.05,1.05,1.05,0.0,2023-03-21
032662,5000,1,4800,0.96,0.96,0.96,0.96,0.0,2023-03-21
032663,187000,4,312020,1.66,1.67,1.66,1.67,0.07,2023-03-21
032664,30000,1,61200,2.04,2.04,2.04,2.04,0.0,2023-03-21
032665,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032666,12000,4,38670,3.16,3.66,3.16,3.66,0.54,2023-03-21
032667,7000,2,14360,2.08,2.08,1.98,1.98,-0.04,2023-03-21
032668,3000,1,6750,2.25,2.25,2.25,2.25,0.13,2023-03-21
032669,231000,3,448720,1.94,1.96,1.94,1.94,-0.02,2023-03-21
03266P,449000,30,796410,1.77,1.81,1.75,1.79,-0.11,2023-03-21
03266U,55000,3,43300,0.76,0.82,0.76,0.82,0.04,2023-03-21
032670,6000,2,4110,0.76,0.76,0.67,0.67,-0.05,2023-03-21
032671,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032672,60000,2,98400,1.66,1.66,1.62,1.62,-0.04,2023-03-21
032673,59000,3,55770,0.96,0.96,0.93,0.94,-0.03,2023-03-21
032674,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032675,29000,2,78120,2.68,2.7,2.68,2.7,0.0,2023-03-21
032676,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032677,560000,36,645780,1.2,1.2,1.06,1.07,-0.1,2023-03-21
032678,283000,15,348390,1.24,1.25,1.19,1.19,-0.06,2023-03-21
032679,5000,1,2000,0.4,0.4,0.4,0.4,0.0,2023-03-21
03267P,1547000,11,1734320,1.15,1.16,1.11,1.16,-0.03,2023-03-21
03267U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032680,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032681,175000,4,168000,0.96,0.96,0.96,0.96,0.05,2023-03-21
032682,269000,8,1612600,6.6,6.6,5.9,5.9,-0.5,2023-03-21
032683,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032684,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032685,40000,8,32350,0.8,0.82,0.79,0.82,-0.01,2023-03-21
032686,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032687,76000,8,111300,1.49,1.49,1.43,1.49,0.0,2023-03-21
032688,128000,11,454330,3.61,3.78,3.43,3.53,0.24,2023-03-21
032689,100000,1,67000,0.67,0.67,0.67,0.67,0.0,2023-03-21
03268P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03268U,10000,4,2210,0.22,0.23,0.21,0.22,0.0,2023-03-21
032690,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032691,75000,5,57670,0.75,0.77,0.75,0.77,0.01,2023-03-21
032692,137000,13,120100,0.79,0.89,0.79,0.89,0.16,2023-03-21
032693,110000,2,169660,1.52,1.55,1.52,1.55,0.01,2023-03-21
032694,13000,3,52620,4.1,4.21,4.01,4.21,-0.12,2023-03-21
032695,151000,3,134930,0.89,0.91,0.89,0.91,-0.08,2023-03-21
032696,92000,2,62280,0.71,0.71,0.67,0.67,-0.05,2023-03-21
032697,38000,3,76770,2.04,2.04,1.97,2.03,0.04,2023-03-21
032698,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032699,5000,1,1000,0.2,0.2,0.2,0.2,0.0,2023-03-21
03269P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03269U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032700,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032701,39000,3,33540,0.86,0.86,0.86,0.86,0.04,2023-03-21
032702,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032703,10000,2,14500,1.45,1.45,1.45,1.45,0.02,2023-03-21
032704,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032705,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032706,156000,15,211060,1.32,1.37,1.31,1.37,0.06,2023-03-21
032707,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032708,22000,6,19730,0.82,0.93,0.82,0.93,0.24,2023-03-21
032709,15000,2,5050,0.34,0.34,0.33,0.33,-0.04,2023-03-21
03270P,383000,9,919120,2.38,2.43,2.37,2.43,0.08,2023-03-21
03270U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032710,98000,7,26990,0.27,0.29,0.26,0.26,0.0,2023-03-21
032711,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032712,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032713,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032714,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032715,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032716,95000,5,145600,1.64,1.64,1.52,1.52,0.0,2023-03-21
032717,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032718,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032719,50000,3,74000,1.48,1.48,1.48,1.48,0.0,2023-03-21
03271P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03271U,21000,5,18410,0.91,0.91,0.84,0.84,-0.01,2023-03-21
032720,55000,4,92520,1.72,1.75,1.67,1.67,-0.22,2023-03-21
032721,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032722,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032723,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032724,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032725,70000,7,112300,1.68,1.68,1.56,1.59,0.0,2023-03-21
032726,70000,3,30700,0.45,0.45,0.42,0.43,-0.07,2023-03-21
032727,148000,6,48270,0.34,0.34,0.31,0.31,-0.05,2023-03-21
032728,10000,1,12100,1.21,1.21,1.21,1.21,0.0,2023-03-21
032729,66000,3,37620,0.57,0.57,0.57,0.57,-0.01,2023-03-21
03272P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03272U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032730,25000,6,7550,0.3,0.31,0.3,0.31,-0.02,2023-03-21
032731,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032732,379000,18,544570,1.33,1.49,1.29,1.42,0.19,2023-03-21
032733,36000,1,49320,1.37,1.37,1.37,1.37,0.0,2023-03-21
032734,10000,1,51000,5.1,5.1,5.1,5.1,0.4,2023-03-21
032735,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032736,66000,11,92220,1.26,1.43,1.26,1.4,0.24,2023-03-21
032737,327000,9,218050,0.7,0.7,0.66,0.67,0.05,2023-03-21
032738,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032739,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03273P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03273U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032740,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032741,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032742,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032743,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032744,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032745,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032746,6000,1,25200,4.2,4.2,4.2,4.2,0.32,2023-03-21
032747,30000,1,22200,0.74,0.74,0.74,0.74,0.0,2023-03-21
032748,276000,9,460660,1.74,1.83,1.54,1.54,-0.24,2023-03-21
032749,104000,9,116540,1.16,1.17,1.04,1.04,-0.04,2023-03-21
03274P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03274U,10000,1,3700,0.37,0.37,0.37,0.37,0.0,2023-03-21
032750,210000,12,532290,2.49,2.63,2.41,2.58,0.2,2023-03-21
032751,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032752,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032753,279000,12,246990,0.82,0.91,0.82,0.91,0.14,2023-03-21
032754,70000,7,191900,2.79,2.79,2.69,2.75,0.31,2023-03-21
032755,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032756,20000,1,2200,0.11,0.11,0.11,0.11,-0.01,2023-03-21
032757,112000,2,14560,0.13,0.13,0.13,0.13,-0.01,2023-03-21
032758,40000,4,50600,1.27,1.29,1.25,1.29,0.09,2023-03-21
032759,610000,11,977360,1.6,1.68,1.58,1.68,0.14,2023-03-21
03275P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03275U,25000,1,8500,0.34,0.34,0.34,0.34,0.0,2023-03-21
032760,560000,13,1312910,2.34,2.44,2.29,2.43,0.23,2023-03-21
032761,21000,3,60900,2.83,3.11,2.83,3.11,0.28,2023-03-21
032762,76000,12,219140,2.78,2.98,2.58,2.98,0.41,2023-03-21
032763,10000,1,39400,3.94,3.94,3.94,3.94,0.07,2023-03-21
032764,4000,2,19720,4.9,4.94,4.9,4.94,0.0,2023-03-21
032765,434000,16,756880,1.71,1.75,1.71,1.75,0.08,2023-03-21
032766,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032767,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032768,3000,1,3690,1.23,1.23,1.23,1.23,0.0,2023-03-21
032769,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03276P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03276U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032770,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032771,60000,1,54000,0.9,0.9,0.9,0.9,0.05,2023-03-21
032772,20000,1,7600,0.38,0.38,0.38,0.38,0.03,2023-03-21
032773,3000,1,5070,1.69,1.69,1.69,1.69,0.02,2023-03-21
032774,300000,5,248600,0.82,0.83,0.81,0.81,0.0,2023-03-21
032775,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032776,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032777,14000,2,23030,1.62,1.67,1.62,1.67,0.14,2023-03-21
032778,18000,3,15190,0.84,0.85,0.83,0.83,-0.02,2023-03-21
032779,283000,8,311060,1.1,1.1,1.08,1.08,0.02,2023-03-21
03277P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03277U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032780,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032781,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032782,2000,1,2840,1.42,1.42,1.42,1.42,0.0,2023-03-21
032783,59000,2,48940,0.86,0.86,0.8,0.8,-0.03,2023-03-21
032784,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032785,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032786,345000,24,699270,2.04,2.12,1.9,1.9,-0.12,2023-03-21
032787,15000,3,12750,0.85,0.85,0.85,0.85,0.0,2023-03-21
032788,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032789,76000,5,121020,1.58,1.62,1.55,1.62,-0.05,2023-03-21
03278P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03278U,140000,7,100990,0.73,0.73,0.71,0.72,-0.06,2023-03-21
032790,121000,5,212950,1.74,1.77,1.66,1.66,-0.08,2023-03-21
032791,1000,1,1270,1.27,1.27,1.27,1.27,-0.01,2023-03-21
032792,117000,7,106660,0.97,0.97,0.89,0.89,-0.08,2023-03-21
032793,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032794,60000,3,83100,1.39,1.39,1.36,1.39,0.0,2023-03-21
032795,100000,1,63000,0.63,0.63,0.63,0.63,-0.03,2023-03-21
032796,40000,1,26400,0.66,0.66,0.66,0.66,0.0,2023-03-21
032797,131000,5,65900,0.51,0.51,0.5,0.5,0.0,2023-03-21
032798,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032799,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03279P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03279U,10000,1,5200,0.52,0.52,0.52,0.52,-0.03,2023-03-21
032800,22000,3,11880,0.54,0.54,0.54,0.54,0.01,2023-03-21
032801,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032802,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032803,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032804,12000,2,27480,2.32,2.32,2.14,2.14,-0.01,2023-03-21
032805,70000,2,316720,4.57,4.57,4.51,4.51,0.0,2023-03-21
032806,5000,1,19400,3.88,3.88,3.88,3.88,0.0,2023-03-21
032807,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032808,83000,3,153280,1.95,1.95,1.82,1.84,-0.05,2023-03-21
032809,665000,22,1585370,2.51,2.51,2.35,2.36,-0.03,2023-03-21
03280P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03280U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032810,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032811,43000,5,43510,1.02,1.02,1.0,1.0,0.01,2023-03-21
032812,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032813,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032814,75000,5,81040,1.08,1.12,1.08,1.12,0.03,2023-03-21
032815,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032816,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032817,130000,4,54100,0.42,0.43,0.4,0.42,0.05,2023-03-21
032818,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032819,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03281P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03281U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032820,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032821,288000,1,92160,0.32,0.32,0.32,0.32,0.03,2023-03-21
032822,1000,1,2580,2.58,2.58,2.58,2.58,0.02,2023-03-21
032823,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032824,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032825,40000,2,45000,1.13,1.13,1.12,1.12,0.03,2023-03-21
032826,20000,1,26800,1.34,1.34,1.34,1.34,0.0,2023-03-21
032827,1000,1,710,0.71,0.71,0.71,0.71,0.0,2023-03-21
032828,25000,1,32250,1.29,1.29,1.29,1.29,0.01,2023-03-21
032829,197000,10,307110,1.51,1.58,1.51,1.55,0.11,2023-03-21
03282P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03282U,32000,1,12160,0.38,0.38,0.38,0.38,0.0,2023-03-21
032830,8000,2,12720,1.6,1.6,1.58,1.58,0.06,2023-03-21
032831,60000,2,106100,1.76,1.81,1.76,1.81,0.0,2023-03-21
032832,189000,12,287480,1.48,1.54,1.47,1.52,0.04,2023-03-21
032833,554000,9,790230,1.43,1.44,1.42,1.44,0.0,2023-03-21
032834,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032835,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032836,124000,8,427210,3.31,3.61,3.31,3.42,0.46,2023-03-21
032837,10000,2,19500,1.95,1.95,1.95,1.95,0.06,2023-03-21
032838,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032839,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03283P,14000,3,3220,0.23,0.23,0.23,0.23,0.0,2023-03-21
03283U,25000,1,15500,0.62,0.62,0.62,0.62,0.01,2023-03-21
032840,23000,1,4830,0.21,0.21,0.21,0.21,-0.03,2023-03-21
032841,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032842,176000,20,183620,0.93,1.13,0.92,1.04,0.23,2023-03-21
032843,103000,6,175070,1.65,1.72,1.65,1.71,0.0,2023-03-21
032844,260000,18,422550,1.54,1.65,1.54,1.62,0.13,2023-03-21
032845,56000,6,92680,1.61,1.75,1.61,1.62,0.43,2023-03-21
032846,174000,24,587880,3.23,3.43,3.23,3.41,0.23,2023-03-21
032847,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032848,164000,6,246280,1.52,1.52,1.48,1.49,0.09,2023-03-21
032849,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03284P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03284U,109000,5,122150,1.13,1.13,1.12,1.12,-0.03,2023-03-21
032850,3000,1,2730,0.91,0.91,0.91,0.91,-0.01,2023-03-21
032851,13000,2,14270,1.09,1.1,1.09,1.1,0.0,2023-03-21
032852,3000,1,3060,1.02,1.02,1.02,1.02,-0.01,2023-03-21
032853,2000,1,1260,0.63,0.63,0.63,0.63,-0.01,2023-03-21
032854,49000,1,76930,1.57,1.57,1.57,1.57,0.13,2023-03-21
032855,244000,7,388720,1.52,1.6,1.52,1.58,0.13,2023-03-21
032856,11000,2,12510,1.21,1.21,1.13,1.13,-0.08,2023-03-21
032857,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032858,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032859,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03285P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03285U,20000,1,6800,0.34,0.34,0.34,0.34,-0.03,2023-03-21
032860,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032861,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032862,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032863,72000,6,172110,2.43,2.51,2.28,2.34,0.04,2023-03-21
032864,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032865,10000,1,12400,1.24,1.24,1.24,1.24,-0.03,2023-03-21
032866,105000,4,106510,1.07,1.07,0.98,0.98,-0.08,2023-03-21
032867,7000,1,10920,1.56,1.56,1.56,1.56,-0.14,2023-03-21
032868,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032869,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03286P,14000,3,5040,0.36,0.36,0.36,0.36,-0.02,2023-03-21
03286U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032870,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032871,46000,10,228510,5.0,5.0,4.85,4.86,0.18,2023-03-21
032872,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032873,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032874,21000,3,35910,1.71,1.71,1.71,1.71,0.0,2023-03-21
032875,274000,37,798640,2.83,3.17,2.71,2.71,0.22,2023-03-21
032876,63000,5,125400,1.92,2.0,1.92,2.0,0.21,2023-03-21
032877,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032878,10000,1,22800,2.28,2.28,2.28,2.28,0.09,2023-03-21
032879,142000,4,144360,1.03,1.03,0.98,0.98,-0.08,2023-03-21
03287P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03287U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032880,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032881,305000,9,436120,1.48,1.51,1.36,1.4,-0.12,2023-03-21
032882,1000,1,2080,2.08,2.08,2.08,2.08,0.0,2023-03-21
032883,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032884,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032885,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032886,521000,19,691360,1.42,1.44,1.27,1.27,-0.15,2023-03-21
032887,93000,17,55150,0.52,0.66,0.52,0.63,0.15,2023-03-21
032888,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032889,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03288P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03288U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032890,6000,1,7740,1.29,1.29,1.29,1.29,-0.01,2023-03-21
032891,100000,1,27000,0.27,0.27,0.27,0.27,-0.02,2023-03-21
032892,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032893,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032894,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032895,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032896,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032897,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032898,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032899,13000,3,13420,1.03,1.04,1.03,1.04,0.04,2023-03-21
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03289U,20000,3,3450,0.18,0.18,0.17,0.17,0.0,2023-03-21
032900,10000,1,71500,7.15,7.15,7.15,7.15,0.0,2023-03-21
032901,234000,7,399900,1.77,1.78,1.7,1.7,-0.13,2023-03-21
032902,150000,4,473100,3.18,3.21,3.12,3.12,-0.01,2023-03-21
032903,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032904,116000,2,110200,0.95,0.95,0.95,0.95,-0.05,2023-03-21
032905,1076000,28,339400,0.3,0.33,0.3,0.32,0.02,2023-03-21
032906,2000,1,1140,0.57,0.57,0.57,0.57,0.05,2023-03-21
032907,141000,12,348330,2.52,2.53,2.37,2.47,-0.04,2023-03-21
032908,12000,3,45190,3.57,3.91,3.57,3.91,0.41,2023-03-21
032909,45000,6,62920,1.51,1.51,1.36,1.36,-0.13,2023-03-21
03290P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03290U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032910,64000,5,91260,1.39,1.44,1.39,1.44,0.0,2023-03-21
032911,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032912,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032913,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032914,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032915,47000,4,48820,1.01,1.06,1.01,1.04,0.09,2023-03-21
032916,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032917,10000,1,15600,1.56,1.56,1.56,1.56,0.01,2023-03-21
032918,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032919,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03291P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03291U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032920,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032921,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032922,3000,1,3000,1.0,1.0,1.0,1.0,0.01,2023-03-21
032923,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032924,178000,6,256710,1.44,1.47,1.43,1.43,0.14,2023-03-21
032925,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032926,59000,1,99120,1.68,1.68,1.68,1.68,-0.04,2023-03-21
032927,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032928,11000,1,12430,1.13,1.13,1.13,1.13,-0.08,2023-03-21
032929,38000,1,12160,0.32,0.32,0.32,0.32,0.0,2023-03-21
03292P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03292U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032930,22000,2,153700,7.0,7.0,6.9,6.9,-0.05,2023-03-21
032931,52000,5,56430,1.09,1.09,1.06,1.09,0.03,2023-03-21
032932,169000,13,358060,1.98,2.36,1.98,2.33,0.72,2023-03-21
032933,69000,7,94230,1.37,1.39,1.25,1.25,-0.1,2023-03-21
032934,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032935,53000,6,74740,1.44,1.44,1.39,1.39,0.0,2023-03-21
032936,58000,6,58050,1.04,1.04,0.97,0.97,-0.06,2023-03-21
032937,32000,2,50050,1.56,1.57,1.56,1.57,0.17,2023-03-21
032938,139000,9,260760,1.88,1.88,1.85,1.87,-0.03,2023-03-21
032939,84000,8,168420,2.02,2.02,1.92,1.92,-0.01,2023-03-21
03293P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03293U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032940,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032941,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032942,5000,1,15200,3.04,3.04,3.04,3.04,0.12,2023-03-21
032943,30000,1,54300,1.81,1.81,1.81,1.81,0.0,2023-03-21
032944,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032945,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032946,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032947,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032948,81000,1,127170,1.57,1.57,1.57,1.57,-0.07,2023-03-21
032949,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03294P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
03294U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
032950,317000,3,635300,1.98,2.05,1.98,2.05,-0.11,2023-03-21
032951,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-21
