StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
032846,123000,14,513480,4.06,4.43,4.0,4.43,1.02,2023-03-22
032847,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032848,95000,5,153300,1.59,1.69,1.59,1.69,0.2,2023-03-22
032849,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03284P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03284U,61000,6,65540,1.07,1.08,1.05,1.07,-0.05,2023-03-22
032850,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032851,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032852,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032853,2000,1,1240,0.62,0.62,0.62,0.62,-0.01,2023-03-22
032854,12000,2,18360,1.53,1.53,1.53,1.53,-0.04,2023-03-22
032855,391000,29,621410,1.57,1.66,1.49,1.53,-0.05,2023-03-22
032856,24000,3,27240,1.11,1.15,1.11,1.13,0.0,2023-03-22
032857,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032858,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032859,20000,2,12600,0.61,0.65,0.61,0.65,0.0,2023-03-22
03285P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03285U,90000,4,27800,0.31,0.31,0.3,0.31,-0.03,2023-03-22
032860,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032861,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032862,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032863,72000,7,161430,2.34,2.34,2.19,2.26,-0.08,2023-03-22
032864,21000,1,30450,1.45,1.45,1.45,1.45,0.0,2023-03-22
032865,1000,1,1280,1.28,1.28,1.28,1.28,0.04,2023-03-22
032866,6000,2,5640,0.95,0.95,0.92,0.92,-0.06,2023-03-22
032867,17000,2,25570,1.51,1.51,1.5,1.5,-0.06,2023-03-22
032868,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032869,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03286P,285000,8,91300,0.32,0.33,0.31,0.32,-0.04,2023-03-22
03286U,3345000,21,633150,0.2,0.2,0.18,0.18,0.0,2023-03-22
032870,8000,1,22880,2.86,2.86,2.86,2.86,0.0,2023-03-22
032871,25000,5,146000,5.75,6.05,5.75,6.05,1.19,2023-03-22
032872,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032873,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032874,55000,3,99680,1.8,1.82,1.8,1.82,0.11,2023-03-22
032875,100000,23,258520,2.65,2.72,2.42,2.42,-0.29,2023-03-22
032876,66000,8,131750,1.99,2.03,1.93,1.93,-0.07,2023-03-22
032877,5000,1,950,0.19,0.19,0.19,0.19,0.0,2023-03-22
032878,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032879,52000,2,51000,0.98,1.0,0.98,1.0,0.02,2023-03-22
03287P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03287U,2000,2,760,0.37,0.39,0.37,0.39,0.0,2023-03-22
032880,2000,1,3120,1.56,1.56,1.56,1.56,0.0,2023-03-22
032881,36000,2,47980,1.33,1.34,1.33,1.34,-0.06,2023-03-22
032882,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032883,5000,1,6850,1.37,1.37,1.37,1.37,0.0,2023-03-22
032884,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032885,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032886,49000,6,62240,1.26,1.33,1.25,1.25,-0.02,2023-03-22
032887,156000,10,98200,0.63,0.64,0.56,0.64,0.01,2023-03-22
032888,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032889,40000,3,31400,0.8,0.8,0.77,0.77,0.0,2023-03-22
03288P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03288U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032890,60000,2,84900,1.39,1.42,1.39,1.42,0.13,2023-03-22
032891,50000,1,15500,0.31,0.31,0.31,0.31,0.04,2023-03-22
032892,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032893,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032894,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032895,10000,1,17000,1.7,1.7,1.7,1.7,0.0,2023-03-22
032896,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032897,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032898,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032899,20000,1,20800,1.04,1.04,1.04,1.04,0.0,2023-03-22
03289P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03289U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032900,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032901,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032902,80000,1,243200,3.04,3.04,3.04,3.04,-0.08,2023-03-22
032903,10000,1,9300,0.93,0.93,0.93,0.93,0.0,2023-03-22
032904,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032905,71000,13,22730,0.32,0.35,0.31,0.32,0.0,2023-03-22
032906,12000,1,7200,0.6,0.6,0.6,0.6,0.03,2023-03-22
032907,251000,10,592810,2.39,2.4,2.3,2.39,-0.08,2023-03-22
032908,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032909,41000,2,53000,1.3,1.3,1.29,1.29,-0.07,2023-03-22
03290P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03290U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032910,159000,5,253500,1.58,1.61,1.58,1.59,0.15,2023-03-22
032911,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032912,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032913,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032914,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032915,74000,7,77800,1.06,1.06,1.02,1.05,0.01,2023-03-22
032916,2000,2,24700,12.2,12.5,12.2,12.5,0.0,2023-03-22
032917,23000,1,38870,1.69,1.69,1.69,1.69,0.13,2023-03-22
032918,40000,1,11200,0.28,0.28,0.28,0.28,0.0,2023-03-22
032919,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03291P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03291U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032920,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032921,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032922,120000,2,125000,1.04,1.05,1.04,1.05,0.05,2023-03-22
032923,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032924,186000,6,269300,1.45,1.45,1.43,1.45,0.02,2023-03-22
032925,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032926,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032927,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032928,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032929,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03292P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03292U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032930,9000,1,63900,7.1,7.1,7.1,7.1,0.2,2023-03-22
032931,69000,4,79580,1.17,1.17,1.11,1.11,0.02,2023-03-22
032932,42000,7,102000,2.35,2.62,2.29,2.62,0.29,2023-03-22
032933,69000,13,87140,1.28,1.28,1.23,1.23,-0.02,2023-03-22
032934,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032935,125000,25,186660,1.45,1.52,1.44,1.47,0.08,2023-03-22
032936,3000,1,3090,1.03,1.03,1.03,1.03,0.06,2023-03-22
032937,118000,6,177680,1.46,1.71,1.46,1.71,0.14,2023-03-22
032938,46000,8,85250,1.93,1.93,1.81,1.81,-0.06,2023-03-22
032939,11000,2,21750,2.0,2.0,1.95,1.95,0.03,2023-03-22
03293P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03293U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032940,8000,1,27440,3.43,3.43,3.43,3.43,0.0,2023-03-22
032941,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032942,19000,6,62900,3.26,3.41,3.26,3.41,0.37,2023-03-22
032943,20000,1,39200,1.96,1.96,1.96,1.96,0.15,2023-03-22
032944,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032945,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032946,5000,1,9500,1.9,1.9,1.9,1.9,0.0,2023-03-22
032947,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032948,81000,1,151470,1.87,1.87,1.87,1.87,0.3,2023-03-22
032949,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03294P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03294U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032950,379000,7,834290,2.19,2.21,2.19,2.2,0.15,2023-03-22
032951,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032952,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032953,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032954,197000,8,187000,0.95,0.96,0.94,0.95,-0.03,2023-03-22
032955,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032956,1000,1,1720,1.72,1.72,1.72,1.72,0.0,2023-03-22
032957,15000,2,7700,0.51,0.52,0.51,0.52,0.0,2023-03-22
032958,258000,4,233700,0.92,0.92,0.89,0.89,-0.02,2023-03-22
032959,214000,5,196500,0.93,0.93,0.9,0.9,-0.01,2023-03-22
03295P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03295U,820000,5,278900,0.35,0.35,0.33,0.33,-0.06,2023-03-22
032960,141000,5,121620,0.88,0.88,0.85,0.85,-0.03,2023-03-22
032961,208000,5,188760,0.92,0.92,0.89,0.89,-0.02,2023-03-22
032962,464000,15,742610,1.58,1.64,1.58,1.64,0.1,2023-03-22
032963,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032964,229000,5,138010,0.6,0.61,0.59,0.59,-0.02,2023-03-22
032965,48000,2,41240,0.86,0.86,0.82,0.82,0.0,2023-03-22
032966,32000,3,281200,9.1,9.1,8.7,8.7,0.35,2023-03-22
032967,100000,2,162000,1.62,1.62,1.62,1.62,0.03,2023-03-22
032968,84000,7,64430,0.76,0.77,0.76,0.77,0.03,2023-03-22
032969,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03296P,2000,1,220,0.11,0.11,0.11,0.11,0.0,2023-03-22
03296U,135000,9,12080,0.08,0.1,0.08,0.1,0.02,2023-03-22
032970,266000,8,501800,1.89,2.05,1.87,2.05,0.09,2023-03-22
032971,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032972,10000,1,51000,5.1,5.1,5.1,5.1,0.22,2023-03-22
032973,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032974,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032975,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032976,400000,4,256000,0.65,0.65,0.63,0.63,0.0,2023-03-22
032977,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032978,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032979,199000,8,141980,0.72,0.72,0.71,0.71,0.02,2023-03-22
03297P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03297U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032980,759000,26,965320,1.26,1.33,1.24,1.26,0.07,2023-03-22
032981,135000,4,134850,0.98,1.02,0.98,1.01,0.05,2023-03-22
032982,33000,3,55130,1.67,1.69,1.67,1.67,0.01,2023-03-22
032983,194000,6,478500,2.45,2.54,2.45,2.5,0.0,2023-03-22
032984,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032985,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032986,56000,3,95960,1.73,1.73,1.71,1.71,-0.05,2023-03-22
032987,1000,1,6550,6.55,6.55,6.55,6.55,0.15,2023-03-22
032988,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032989,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03298P,105000,1,1050,0.01,0.01,0.01,0.01,0.0,2023-03-22
03298U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032990,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032991,20000,1,27200,1.36,1.36,1.36,1.36,-0.07,2023-03-22
032992,11000,2,50650,4.6,4.65,4.6,4.65,0.66,2023-03-22
032993,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032994,190000,2,195700,1.03,1.03,1.03,1.03,0.05,2023-03-22
032995,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
032996,57000,11,173390,3.07,3.13,2.97,2.99,-0.15,2023-03-22
032997,39000,5,50580,1.32,1.32,1.28,1.28,-0.08,2023-03-22
032998,24000,2,19710,0.82,0.85,0.82,0.85,-0.11,2023-03-22
032999,14000,2,50540,3.61,3.61,3.61,3.61,-0.03,2023-03-22
03299P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03299U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033000,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033001,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033002,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033003,24000,2,11480,0.48,0.48,0.47,0.47,0.0,2023-03-22
033004,34000,4,52080,1.55,1.55,1.52,1.53,-0.03,2023-03-22
033005,10000,1,15500,1.55,1.55,1.55,1.55,0.04,2023-03-22
033006,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033007,16000,2,31740,1.99,1.99,1.98,1.98,0.05,2023-03-22
033008,444000,10,495190,1.1,1.14,1.09,1.12,0.08,2023-03-22
033009,367000,5,169620,0.46,0.48,0.46,0.48,0.02,2023-03-22
03300P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03300U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033010,160000,3,65000,0.39,0.43,0.39,0.42,-0.02,2023-03-22
033011,20000,2,47000,2.38,2.38,2.32,2.32,0.02,2023-03-22
033012,15000,2,66900,4.48,4.48,4.42,4.42,0.09,2023-03-22
033013,10000,1,3900,0.39,0.39,0.39,0.39,0.04,2023-03-22
033014,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033015,20000,2,72500,3.66,3.66,3.59,3.59,0.04,2023-03-22
033016,302000,7,297240,0.99,1.01,0.97,0.99,0.01,2023-03-22
033017,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033018,152000,9,371580,2.44,2.51,2.43,2.51,0.33,2023-03-22
033019,1618000,36,2153130,1.23,1.43,1.23,1.31,0.14,2023-03-22
03301P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03301U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033020,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033021,17000,2,16300,0.98,0.98,0.95,0.95,0.0,2023-03-22
033022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033023,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033024,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033025,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033026,41000,7,56610,1.39,1.4,1.37,1.38,0.09,2023-03-22
033027,25000,13,29170,1.13,1.19,1.13,1.14,0.06,2023-03-22
033028,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033029,10000,1,5700,0.57,0.57,0.57,0.57,0.0,2023-03-22
03302P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03302U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033030,405000,3,115500,0.3,0.3,0.28,0.29,0.0,2023-03-22
033031,121000,4,76230,0.63,0.63,0.63,0.63,-0.02,2023-03-22
033032,46000,7,48590,1.04,1.09,1.04,1.05,0.08,2023-03-22
033033,7000,3,17750,2.53,2.54,2.53,2.53,0.0,2023-03-22
033034,10000,1,12500,1.25,1.25,1.25,1.25,-0.11,2023-03-22
033035,20000,3,34500,1.77,1.77,1.69,1.69,0.0,2023-03-22
033036,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033037,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033038,310000,7,882700,2.78,2.93,2.78,2.93,0.58,2023-03-22
033039,69000,4,33810,0.49,0.49,0.49,0.49,0.0,2023-03-22
03303P,160000,7,39200,0.24,0.26,0.24,0.25,0.0,2023-03-22
03303U,7000,1,6720,0.96,0.96,0.96,0.96,-0.09,2023-03-22
033040,69000,2,69000,1.0,1.0,1.0,1.0,0.0,2023-03-22
033041,229000,7,237930,1.01,1.06,1.01,1.05,0.05,2023-03-22
033042,2000,1,480,0.24,0.24,0.24,0.24,0.0,2023-03-22
033043,35000,3,49100,1.37,1.45,1.37,1.45,0.11,2023-03-22
033044,20000,1,7400,0.37,0.37,0.37,0.37,-0.07,2023-03-22
033045,30000,1,51300,1.71,1.71,1.71,1.71,0.44,2023-03-22
033046,185000,21,366010,2.09,2.13,1.71,1.72,-0.47,2023-03-22
033047,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033048,109000,9,120140,1.08,1.12,1.05,1.12,0.03,2023-03-22
033049,137000,11,109810,0.81,0.83,0.79,0.8,0.07,2023-03-22
03304P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03304U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033050,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033051,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033052,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033053,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033054,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033055,30000,1,75000,2.5,2.5,2.5,2.5,0.0,2023-03-22
033056,3000,1,8460,2.82,2.82,2.82,2.82,0.0,2023-03-22
033057,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033058,208000,7,149040,0.72,0.73,0.7,0.7,0.06,2023-03-22
033059,6000,5,33800,5.75,5.75,5.55,5.55,-0.25,2023-03-22
03305P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03305U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033060,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033061,40000,2,39600,0.99,0.99,0.99,0.99,-0.01,2023-03-22
033062,21000,3,36780,1.76,1.76,1.73,1.73,0.0,2023-03-22
033063,59000,3,79080,1.33,1.36,1.33,1.36,-0.03,2023-03-22
033064,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033065,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033066,26000,3,35680,1.35,1.41,1.35,1.41,0.05,2023-03-22
033067,51000,2,82340,1.58,1.62,1.58,1.62,0.05,2023-03-22
033068,23000,2,37660,1.62,1.64,1.62,1.64,-0.18,2023-03-22
033069,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03306P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03306U,30000,3,33000,1.12,1.12,1.09,1.09,0.0,2023-03-22
033070,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033071,142000,8,191800,1.28,1.56,1.28,1.56,0.17,2023-03-22
033072,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033073,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033074,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033075,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033076,154000,7,213580,1.39,1.41,1.36,1.37,-0.05,2023-03-22
033077,121000,5,162630,1.36,1.37,1.33,1.34,-0.02,2023-03-22
033078,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033079,34000,2,32050,0.94,0.95,0.94,0.95,-0.01,2023-03-22
03307P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03307U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033080,48000,3,55850,1.17,1.17,1.16,1.16,-0.01,2023-03-22
033081,2000,1,9420,4.71,4.71,4.71,4.71,0.25,2023-03-22
033082,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033083,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033084,459000,3,345830,0.72,0.76,0.72,0.76,0.05,2023-03-22
033085,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033086,14000,1,11060,0.79,0.79,0.79,0.79,0.0,2023-03-22
033087,4000,1,12120,3.03,3.03,3.03,3.03,0.11,2023-03-22
033088,22000,1,57420,2.61,2.61,2.61,2.61,0.0,2023-03-22
033089,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03308P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03308U,20000,3,15700,0.79,0.79,0.78,0.78,-0.06,2023-03-22
033090,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033091,22000,9,77490,3.4,3.72,3.4,3.72,0.77,2023-03-22
033092,150000,3,96500,0.65,0.65,0.64,0.64,-0.02,2023-03-22
033093,2000,1,5360,2.68,2.68,2.68,2.68,0.0,2023-03-22
033094,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033095,21000,2,33250,1.61,1.61,1.57,1.57,-0.04,2023-03-22
033096,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033097,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033098,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033099,36000,2,23040,0.64,0.64,0.64,0.64,0.1,2023-03-22
03309P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03309U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033100,2000,2,3440,1.74,1.74,1.7,1.7,-0.06,2023-03-22
033101,41000,6,97590,2.37,2.4,2.37,2.39,0.01,2023-03-22
033102,2000,2,3300,1.65,1.65,1.65,1.65,0.05,2023-03-22
033103,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033104,50000,1,78500,1.57,1.57,1.57,1.57,-0.2,2023-03-22
033105,181000,12,366940,1.97,2.09,1.96,1.96,0.08,2023-03-22
033106,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033107,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033108,53000,8,30580,0.59,0.59,0.57,0.58,0.02,2023-03-22
033109,13000,2,44030,3.41,3.41,3.38,3.38,0.01,2023-03-22
03310P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03310U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033110,20000,6,18320,0.93,0.93,0.88,0.91,0.08,2023-03-22
033111,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033112,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033113,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033114,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033115,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033116,30000,1,51300,1.71,1.71,1.71,1.71,0.01,2023-03-22
033117,112000,5,122730,1.05,1.1,1.05,1.08,0.09,2023-03-22
033118,89000,7,120780,1.34,1.38,1.34,1.37,0.02,2023-03-22
033119,161000,3,92470,0.57,0.58,0.57,0.58,-0.05,2023-03-22
03311P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03311U,1000,1,220,0.22,0.22,0.22,0.22,-0.05,2023-03-22
033120,103000,7,152340,1.47,1.48,1.47,1.48,0.02,2023-03-22
033121,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033122,44000,4,86980,1.92,2.0,1.92,2.0,0.13,2023-03-22
033123,173000,6,277410,1.62,1.64,1.58,1.58,-0.04,2023-03-22
033124,318000,4,231840,0.73,0.73,0.71,0.71,0.0,2023-03-22
033125,10000,1,17300,1.73,1.73,1.73,1.73,0.0,2023-03-22
033126,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033127,167000,4,186170,1.13,1.13,1.1,1.13,0.03,2023-03-22
033128,2000,1,2320,1.16,1.16,1.16,1.16,0.0,2023-03-22
033129,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03312P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03312U,81000,3,38030,0.46,0.47,0.46,0.47,0.0,2023-03-22
033130,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033131,70000,2,131800,1.94,1.94,1.86,1.86,0.01,2023-03-22
033132,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033133,1000,1,2640,2.64,2.64,2.64,2.64,0.3,2023-03-22
033134,15000,2,22650,1.51,1.51,1.51,1.51,0.01,2023-03-22
033135,55000,7,296000,5.2,5.5,5.2,5.5,0.35,2023-03-22
033136,373000,22,559970,1.48,1.62,1.46,1.6,0.15,2023-03-22
033137,141000,8,487320,3.55,3.55,3.4,3.41,-0.08,2023-03-22
033138,115000,12,141000,1.2,1.26,1.2,1.22,0.05,2023-03-22
033139,15000,3,26220,1.79,1.79,1.7,1.7,0.13,2023-03-22
03313P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03313U,82000,2,39310,0.47,0.48,0.47,0.48,-0.01,2023-03-22
033140,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033141,278000,21,289800,1.02,1.13,1.0,1.03,0.12,2023-03-22
033142,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033143,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033144,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033145,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033146,58000,7,102560,1.73,1.8,1.73,1.8,0.13,2023-03-22
033147,210000,2,54600,0.26,0.26,0.26,0.26,-0.03,2023-03-22
033148,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033149,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03314P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03314U,80000,1,69600,0.87,0.87,0.87,0.87,0.0,2023-03-22
033150,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033151,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033152,12000,7,42210,3.53,3.54,3.51,3.53,0.25,2023-03-22
033153,104000,7,226350,2.2,2.21,2.15,2.15,-0.06,2023-03-22
033154,135000,3,136100,1.05,1.05,1.0,1.0,-0.04,2023-03-22
033155,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
033156,61000,1,78080,1.28,1.28,1.28,1.28,0.03,2023-03-22
