StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
00899,92338,117,1965718,21.25,21.32,21.23,21.31,0.44,2023-03-22
00900,7213060,2340,84334791,11.63,11.71,11.63,11.71,0.11,2023-03-22
00901,832623,339,10881767,13.0,13.11,13.0,13.1,0.21,2023-03-22
00902,8529245,2279,106069254,12.26,12.52,12.26,12.47,0.34,2023-03-22
00903,4176078,786,40908534,9.81,9.81,9.76,9.81,0.17,2023-03-22
00904,916399,322,11594728,12.57,12.68,12.57,12.66,0.2,2023-03-22
00905,3674974,859,33307185,9.01,9.08,9.01,9.07,0.09,2023-03-22
00906,49385,14,515454,10.36,10.45,10.36,10.44,0.09,2023-03-22
00907,1131314,567,16192854,14.27,14.35,14.26,14.34,0.15,2023-03-22
00908,1012771,186,12163148,11.95,12.02,11.95,12.02,0.1,2023-03-22
00909,900621,222,15509846,17.04,17.28,17.04,17.26,0.44,2023-03-22
00910,80760,197,1230854,15.23,15.25,15.23,15.25,0.16,2023-03-22
00911,123000,8,2153500,17.5,17.51,17.5,17.51,0.05,2023-03-22
00912,694150,330,10396975,14.88,15.02,14.88,15.01,0.23,2023-03-22
00913,165121,71,2776522,16.83,16.86,16.78,16.86,0.23,2023-03-22
00915,836331,255,13567155,16.22,16.28,16.17,16.26,0.13,2023-03-22
00916,1240638,366,19163910,15.48,15.49,15.4,15.44,0.18,2023-03-22
00917,658617,208,9585653,14.53,14.58,14.53,14.58,0.31,2023-03-22
00918,224926,95,3777709,16.75,16.84,16.75,16.84,0.11,2023-03-22
00919,1404260,1153,26696134,18.9,19.07,18.89,19.06,0.23,2023-03-22
00920,568219,102,9336688,16.37,16.45,16.37,16.43,0.3,2023-03-22
00921,355977,173,5543040,15.55,15.6,15.55,15.58,0.14,2023-03-22
00923,10233665,1976,153677297,14.9,15.04,14.9,15.03,0.17,2023-03-22
01001T,17000,4,265120,15.56,15.6,15.56,15.6,0.1,2023-03-22
01002T,162000,7,2835060,17.5,17.53,17.5,17.53,0.0,2023-03-22
01003T,3009,4,61283,20.36,20.37,20.36,20.37,-0.03,2023-03-22
01004T,6376,8,94426,14.99,15.0,14.5,14.99,0.0,2023-03-22
01007T,185000,14,3223820,17.5,17.5,17.42,17.43,-0.07,2023-03-22
01009T,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
01010T,12835,8,128460,10.0,10.05,10.0,10.05,0.01,2023-03-22
020000,4000,3,28470,7.11,7.12,7.11,7.12,0.0,2023-03-22
020002,1000,1,12910,12.91,12.91,12.91,12.91,0.28,2023-03-22
020007,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
020011,8000,1,57680,7.21,7.21,7.21,7.21,0.0,2023-03-22
020012,35000,2,243250,6.95,6.95,6.95,6.95,0.0,2023-03-22
020015,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
020016,1000,1,17850,17.85,17.85,17.85,17.85,0.0,2023-03-22
020018,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
020019,1000,1,12970,12.97,12.97,12.97,12.97,0.15,2023-03-22
02001L,3000,2,30450,10.13,10.19,10.13,10.19,0.21,2023-03-22
02001R,1313000,9,3637050,2.77,2.78,2.77,2.77,0.0,2023-03-22
02001S,20000,6,103330,5.17,5.18,5.16,5.18,0.08,2023-03-22
020020,220000,39,1496730,6.75,6.82,6.75,6.81,0.09,2023-03-22
020022,1964000,241,11083120,5.55,5.67,5.55,5.66,0.1,2023-03-22
020028,739000,121,4015950,5.01,5.47,5.01,5.46,0.1,2023-03-22
020029,755000,106,3770350,4.97,5.0,4.97,5.0,0.07,2023-03-22
020030,278000,30,1193830,4.25,4.3,4.25,4.3,0.05,2023-03-22
020031,198000,39,871140,4.4,4.42,4.39,4.42,0.07,2023-03-22
020032,69000,19,365220,5.29,5.3,5.28,5.29,0.02,2023-03-22
020034,206000,31,1133130,5.49,5.52,5.49,5.52,0.09,2023-03-22
030001,60000,6,141650,2.39,2.41,2.32,2.34,-0.04,2023-03-22
030002,459000,17,621220,1.31,1.39,1.31,1.39,0.16,2023-03-22
030003,61000,5,259570,4.18,4.27,4.18,4.27,-0.03,2023-03-22
030004,38000,5,70680,1.83,1.94,1.83,1.94,0.14,2023-03-22
030005,58000,4,40080,0.72,0.72,0.68,0.68,-0.06,2023-03-22
030006,44000,3,16060,0.36,0.38,0.36,0.36,0.07,2023-03-22
030007,10000,1,5600,0.56,0.56,0.56,0.56,0.03,2023-03-22
030008,155000,7,57100,0.33,0.38,0.33,0.38,0.01,2023-03-22
030009,1070000,32,1485290,1.33,1.62,1.31,1.6,0.35,2023-03-22
030010,687000,7,412230,0.6,0.61,0.6,0.6,-0.13,2023-03-22
030011,157000,21,98360,0.67,0.67,0.61,0.62,-0.03,2023-03-22
030012,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030013,96000,5,60000,0.62,0.65,0.6,0.65,0.0,2023-03-22
030014,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030015,100000,4,41800,0.42,0.42,0.41,0.41,0.0,2023-03-22
030016,25000,9,40740,1.67,1.7,1.56,1.56,-0.07,2023-03-22
030017,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030018,2000,1,2960,1.48,1.48,1.48,1.48,-0.05,2023-03-22
030019,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03001U,10000,1,2900,0.29,0.29,0.29,0.29,0.0,2023-03-22
030020,86000,5,13480,0.14,0.16,0.14,0.16,0.01,2023-03-22
030021,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030022,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030023,345000,35,1147660,2.85,3.44,2.85,3.44,0.7,2023-03-22
030024,504000,16,1330670,2.5,2.77,2.5,2.74,0.58,2023-03-22
030025,20000,2,23700,1.18,1.19,1.18,1.19,0.01,2023-03-22
030026,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030027,24000,4,37380,1.44,1.6,1.44,1.6,0.0,2023-03-22
030028,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030029,30000,3,102000,3.37,3.48,3.35,3.48,0.0,2023-03-22
03002P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03002U,2000,1,3480,1.74,1.74,1.74,1.74,-0.07,2023-03-22
030030,125000,3,98640,0.79,0.8,0.78,0.8,0.03,2023-03-22
030031,1226000,42,1039630,0.8,0.89,0.78,0.87,0.11,2023-03-22
030032,107000,12,118780,1.12,1.14,1.03,1.03,-0.07,2023-03-22
030033,33000,4,26660,0.79,0.86,0.79,0.86,0.16,2023-03-22
030034,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030035,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030036,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030037,919000,3,266510,0.29,0.29,0.29,0.29,-0.01,2023-03-22
030038,18000,3,33420,1.84,1.86,1.84,1.84,-0.04,2023-03-22
030039,81000,2,51780,0.62,0.65,0.62,0.65,0.07,2023-03-22
03003U,10000,1,5000,0.5,0.5,0.5,0.5,0.0,2023-03-22
030040,226000,22,1537650,6.9,6.95,6.3,6.3,-0.6,2023-03-22
030041,5000,2,6200,1.24,1.24,1.24,1.24,-0.01,2023-03-22
030042,11000,2,14300,1.3,1.3,1.3,1.3,0.0,2023-03-22
030043,104000,2,135200,1.3,1.3,1.3,1.3,-0.04,2023-03-22
030044,454000,22,1436710,3.1,3.25,3.1,3.25,0.41,2023-03-22
030045,231000,13,644520,2.73,2.84,2.73,2.84,0.34,2023-03-22
030046,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030047,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030048,2000,2,13250,6.7,6.7,6.55,6.55,-0.3,2023-03-22
030049,56000,4,110220,1.94,1.99,1.94,1.96,0.01,2023-03-22
03004U,703000,18,255650,0.38,0.39,0.35,0.35,-0.08,2023-03-22
030050,10000,1,2200,0.22,0.22,0.22,0.22,0.0,2023-03-22
030051,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030052,444000,25,645290,1.41,1.5,1.39,1.45,0.03,2023-03-22
030053,41000,7,45730,1.11,1.14,1.1,1.1,0.01,2023-03-22
030054,73000,7,84380,1.14,1.2,1.1,1.2,0.02,2023-03-22
030055,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030056,77000,7,107680,1.3,1.42,1.3,1.4,0.0,2023-03-22
030057,251000,9,470960,1.86,2.05,1.85,2.03,0.24,2023-03-22
030058,53000,7,141250,2.68,2.71,2.64,2.64,-0.06,2023-03-22
030059,178000,12,261830,1.53,1.53,1.4,1.4,-0.08,2023-03-22
03005U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03005X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030060,2000,2,20550,10.7,10.7,9.85,9.85,0.0,2023-03-22
030061,44000,6,42840,0.93,0.99,0.93,0.97,0.04,2023-03-22
030062,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030063,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030064,302000,20,248130,0.89,0.89,0.8,0.8,-0.07,2023-03-22
030065,278000,9,307200,0.93,1.35,0.93,1.35,0.51,2023-03-22
030066,1528000,30,1475370,0.95,1.01,0.95,1.01,0.12,2023-03-22
030067,159000,8,283520,1.62,1.88,1.62,1.88,0.47,2023-03-22
030068,1014000,40,1443780,1.39,1.45,1.37,1.42,0.09,2023-03-22
030069,7000,4,5300,0.75,0.76,0.75,0.76,0.01,2023-03-22
03006U,469000,12,223220,0.49,0.49,0.46,0.46,-0.08,2023-03-22
03006X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030070,2469000,68,695930,0.27,0.31,0.26,0.27,0.02,2023-03-22
030071,340000,3,121400,0.36,0.36,0.35,0.35,-0.04,2023-03-22
030072,272000,12,209210,0.78,0.78,0.76,0.77,0.11,2023-03-22
030073,189000,8,110460,0.56,0.61,0.56,0.6,0.05,2023-03-22
030074,155000,3,87000,0.56,0.58,0.56,0.58,0.04,2023-03-22
030075,40000,4,16430,0.41,0.44,0.41,0.44,0.0,2023-03-22
030076,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030077,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030078,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030079,132000,5,69260,0.55,0.55,0.52,0.53,-0.06,2023-03-22
03007U,60000,5,41100,0.69,0.69,0.68,0.68,-0.12,2023-03-22
03007X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030080,20000,2,3650,0.19,0.19,0.18,0.18,-0.03,2023-03-22
030081,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030082,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030083,2000,2,1100,0.54,0.56,0.54,0.56,0.07,2023-03-22
030084,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030085,458000,15,305460,0.68,0.69,0.64,0.66,-0.01,2023-03-22
030086,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030087,13000,9,30560,2.41,2.41,2.3,2.39,-0.06,2023-03-22
030088,5000,1,1750,0.35,0.35,0.35,0.35,0.0,2023-03-22
030089,8000,1,4400,0.55,0.55,0.55,0.55,0.06,2023-03-22
03008U,62000,4,40380,0.68,0.68,0.64,0.64,-0.08,2023-03-22
030090,5370000,63,3747230,0.93,0.93,0.63,0.68,-0.25,2023-03-22
030091,92000,8,56360,0.63,0.63,0.59,0.61,0.01,2023-03-22
030092,79000,4,71900,0.91,0.92,0.91,0.92,0.03,2023-03-22
030093,1201000,32,187270,0.17,0.17,0.14,0.15,-0.03,2023-03-22
030094,53000,4,84470,1.59,1.8,1.57,1.8,0.62,2023-03-22
030095,512000,4,61510,0.13,0.13,0.12,0.12,-0.04,2023-03-22
030096,1737000,8,244380,0.15,0.15,0.14,0.14,-0.03,2023-03-22
030097,104000,8,31980,0.32,0.32,0.3,0.3,-0.05,2023-03-22
030098,105000,2,26250,0.25,0.25,0.25,0.25,0.0,2023-03-22
030099,492000,6,71700,0.15,0.15,0.14,0.14,0.0,2023-03-22
03009U,309000,5,99940,0.34,0.34,0.31,0.31,-0.1,2023-03-22
030100,578000,9,898780,1.51,1.62,1.51,1.52,0.11,2023-03-22
030101,41000,2,63420,1.54,1.55,1.54,1.55,0.1,2023-03-22
030102,2000,1,3260,1.63,1.63,1.63,1.63,0.0,2023-03-22
030103,78000,5,151720,1.99,1.99,1.89,1.89,-0.04,2023-03-22
030104,470000,45,605960,1.21,1.36,1.21,1.36,0.28,2023-03-22
030105,131000,12,160110,1.16,1.27,1.16,1.27,0.27,2023-03-22
030106,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030107,5000,1,1050,0.21,0.21,0.21,0.21,0.02,2023-03-22
030108,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030109,106000,20,38370,0.35,0.4,0.34,0.34,0.02,2023-03-22
03010U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03010X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030110,111000,4,132880,1.27,1.27,1.19,1.26,-0.02,2023-03-22
030111,98000,1,100940,1.03,1.03,1.03,1.03,0.04,2023-03-22
030112,401000,26,305900,0.81,0.93,0.61,0.66,-0.33,2023-03-22
030113,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030114,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030115,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030116,136000,6,72630,0.55,0.56,0.52,0.52,-0.05,2023-03-22
030117,7000,5,4880,0.71,0.71,0.69,0.7,0.06,2023-03-22
030118,40000,4,41500,1.06,1.06,1.0,1.0,0.03,2023-03-22
030119,1000,1,390,0.39,0.39,0.39,0.39,0.01,2023-03-22
03011U,40000,2,11000,0.29,0.29,0.26,0.26,0.0,2023-03-22
030120,146000,5,409660,2.81,2.81,2.77,2.77,-0.01,2023-03-22
030121,118000,8,188900,1.62,1.65,1.53,1.65,0.4,2023-03-22
030122,8000,2,3120,0.39,0.39,0.39,0.39,0.03,2023-03-22
030123,72000,4,23840,0.32,0.34,0.32,0.34,0.0,2023-03-22
030124,189000,10,180910,0.98,0.99,0.95,0.99,-0.02,2023-03-22
030125,32000,4,64080,2.11,2.11,1.93,1.96,-0.16,2023-03-22
030126,34000,4,50600,1.56,1.56,1.44,1.48,-0.07,2023-03-22
030127,20000,2,28560,1.42,1.44,1.42,1.44,-0.11,2023-03-22
030128,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030129,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03012U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03012X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030130,3000,3,16430,4.38,6.2,4.38,5.85,-0.15,2023-03-22
030131,160000,4,74600,0.46,0.49,0.45,0.49,0.02,2023-03-22
030132,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030133,1000,1,1300,1.3,1.3,1.3,1.3,0.0,2023-03-22
030134,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030135,250000,15,381550,1.47,1.55,1.47,1.55,0.19,2023-03-22
030136,75000,13,118070,1.46,1.61,1.46,1.61,0.16,2023-03-22
030137,55000,5,86520,1.55,1.6,1.55,1.6,0.12,2023-03-22
030138,216000,4,330140,1.49,1.54,1.49,1.54,-0.14,2023-03-22
030139,198000,8,383200,1.92,1.95,1.9,1.9,-0.03,2023-03-22
03013P,50000,1,25000,0.5,0.5,0.5,0.5,-0.08,2023-03-22
03013U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03013X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030140,21000,3,24330,1.11,1.18,1.11,1.18,0.05,2023-03-22
030141,174000,6,92620,0.53,0.56,0.51,0.56,0.03,2023-03-22
030142,212000,3,216200,1.02,1.02,1.0,1.0,-0.01,2023-03-22
030143,277000,7,230980,0.79,0.85,0.79,0.84,0.01,2023-03-22
030144,399000,20,461150,1.09,1.32,1.07,1.29,0.28,2023-03-22
030145,998000,31,1016530,1.0,1.05,0.98,0.98,0.04,2023-03-22
030146,166000,8,151510,0.88,0.95,0.88,0.92,0.04,2023-03-22
030147,248000,20,669160,2.63,2.93,2.57,2.88,0.69,2023-03-22
030148,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030149,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03014U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
03014X,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030150,97000,3,411650,4.35,4.35,4.2,4.2,-0.08,2023-03-22
030151,2000,1,1560,0.78,0.78,0.78,0.78,0.0,2023-03-22
030152,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
030153,150000,3,34000,0.23,0.23,0.22,0.23,-0.04,2023-03-22
030154,69000,11,113870,1.53,1.99,1.53,1.99,0.57,2023-03-22
030155,680000,32,1179360,1.68,1.81,1.67,1.81,0.16,2023-03-22
030156,660000,22,503950,0.75,0.79,0.75,0.77,0.06,2023-03-22
030157,41000,8,57610,1.43,1.43,1.39,1.39,-0.3,2023-03-22
030158,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-22
