StockID,TradeVolume,Transaction,TradeValue,Open,Max,Min,Close,Change,date
034647,15000,3,10920,0.73,0.73,0.72,0.72,0.04,2023-03-20
034648,60000,6,55000,0.91,0.93,0.9,0.93,0.03,2023-03-20
034649,455000,8,1047020,2.33,2.33,2.27,2.31,0.07,2023-03-20
03464P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03464U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034650,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034651,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034652,479000,17,409340,0.71,0.98,0.71,0.98,0.34,2023-03-20
034653,366000,12,418680,1.1,1.19,1.1,1.14,0.05,2023-03-20
034654,162000,8,158230,0.95,1.02,0.92,0.92,-0.16,2023-03-20
034655,2000,1,7460,3.73,3.73,3.73,3.73,0.32,2023-03-20
034656,32000,3,38800,1.23,1.23,1.2,1.2,0.1,2023-03-20
034657,154000,3,140600,0.92,0.92,0.9,0.9,-0.01,2023-03-20
034658,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034659,6000,2,13890,2.28,2.35,2.28,2.35,0.0,2023-03-20
03465P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03465U,44000,5,37340,0.88,0.88,0.83,0.83,-0.33,2023-03-20
034660,1000,1,860,0.86,0.86,0.86,0.86,0.02,2023-03-20
034661,133000,4,507090,3.69,3.88,3.69,3.88,0.0,2023-03-20
034662,14000,2,14100,1.0,1.01,1.0,1.01,0.0,2023-03-20
034663,264000,5,312490,1.09,1.21,1.09,1.2,0.14,2023-03-20
034664,6000,1,10560,1.76,1.76,1.76,1.76,0.01,2023-03-20
034665,272000,14,294390,1.04,1.1,1.04,1.09,0.04,2023-03-20
034666,40000,2,44400,1.11,1.11,1.11,1.11,0.0,2023-03-20
034667,65000,9,264840,4.08,4.35,4.03,4.35,0.46,2023-03-20
034668,7000,1,10500,1.5,1.5,1.5,1.5,0.0,2023-03-20
034669,9000,2,21330,2.37,2.37,2.37,2.37,0.18,2023-03-20
03466P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03466U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034670,424000,9,428520,0.96,1.02,0.96,1.02,0.04,2023-03-20
034671,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034672,109000,5,71850,0.65,0.68,0.65,0.68,0.1,2023-03-20
034673,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034674,447000,28,1184790,2.61,2.7,2.61,2.69,0.16,2023-03-20
034675,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034676,155000,5,118300,0.72,0.8,0.72,0.8,0.05,2023-03-20
034677,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034678,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034679,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03467P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03467U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034680,5000,1,11300,2.26,2.26,2.26,2.26,0.08,2023-03-20
034681,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034682,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034683,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034684,109000,3,146990,1.34,1.38,1.34,1.35,0.08,2023-03-20
034685,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034686,80000,5,42080,0.53,0.53,0.52,0.52,-0.01,2023-03-20
034687,26000,2,14880,0.58,0.58,0.57,0.57,-0.01,2023-03-20
034688,259000,22,685050,2.75,2.81,2.55,2.81,-0.08,2023-03-20
034689,32000,4,85740,2.68,2.75,2.63,2.75,0.15,2023-03-20
03468P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03468U,350000,1,140000,0.4,0.4,0.4,0.4,0.0,2023-03-20
034690,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034691,160000,2,127200,0.79,0.8,0.79,0.8,0.0,2023-03-20
034692,307000,9,575150,1.88,1.88,1.85,1.85,0.0,2023-03-20
034693,30000,1,24300,0.81,0.81,0.81,0.81,-0.01,2023-03-20
034694,412000,17,426710,1.04,1.05,1.01,1.03,-0.01,2023-03-20
034695,49000,3,48050,0.9,1.03,0.9,1.03,0.06,2023-03-20
034696,15000,2,40950,2.73,2.73,2.73,2.73,0.03,2023-03-20
034697,112000,5,189480,1.7,1.7,1.68,1.7,-0.17,2023-03-20
034698,52000,1,32760,0.63,0.63,0.63,0.63,-0.07,2023-03-20
034699,48000,3,38700,0.8,0.84,0.8,0.82,0.02,2023-03-20
03469P,10000,2,3200,0.31,0.33,0.31,0.33,0.0,2023-03-20
03469U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034700,409000,7,313130,0.76,0.77,0.75,0.77,-0.07,2023-03-20
034701,295000,6,376500,1.29,1.29,1.26,1.28,-0.01,2023-03-20
034702,93000,3,105800,1.14,1.14,1.13,1.14,0.04,2023-03-20
034703,231000,4,207880,0.89,0.92,0.89,0.9,0.03,2023-03-20
034704,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034705,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034706,62000,2,30440,0.52,0.52,0.49,0.49,0.0,2023-03-20
034707,44000,5,57590,1.31,1.31,1.3,1.31,0.0,2023-03-20
034708,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034709,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03470P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03470U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034710,98000,10,172610,1.82,1.82,1.71,1.82,0.01,2023-03-20
034711,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034712,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034713,12000,3,13530,1.11,1.13,1.11,1.12,0.0,2023-03-20
034714,112000,7,178880,1.57,1.65,1.49,1.49,-0.04,2023-03-20
034715,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034716,212000,6,309610,1.32,1.55,1.32,1.49,0.0,2023-03-20
034717,73000,5,103080,1.34,1.43,1.34,1.42,0.15,2023-03-20
034718,11000,1,19140,1.74,1.74,1.74,1.74,0.0,2023-03-20
034719,254000,11,235230,0.92,0.98,0.89,0.97,0.12,2023-03-20
03471P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03471U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034720,10000,1,5000,0.5,0.5,0.5,0.5,0.0,2023-03-20
034721,9000,3,19120,2.08,2.16,2.08,2.16,0.02,2023-03-20
034722,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034723,61000,21,248730,3.93,4.31,3.89,4.31,0.44,2023-03-20
034724,51000,2,102510,2.01,2.01,2.01,2.01,0.13,2023-03-20
034725,289000,13,1311050,4.88,4.88,4.44,4.49,-0.16,2023-03-20
034726,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034727,1000,1,1100,1.1,1.1,1.1,1.1,0.0,2023-03-20
034728,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034729,6000,1,10860,1.81,1.81,1.81,1.81,0.0,2023-03-20
03472P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03472U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034730,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034731,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034732,10000,1,11400,1.14,1.14,1.14,1.14,-0.03,2023-03-20
034733,118000,10,181450,1.5,1.58,1.48,1.58,0.13,2023-03-20
034734,30000,2,35300,1.17,1.18,1.17,1.18,0.13,2023-03-20
034735,55000,2,23650,0.43,0.43,0.43,0.43,-0.05,2023-03-20
034736,612000,52,328700,0.58,0.58,0.49,0.52,-0.13,2023-03-20
034737,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034738,509000,29,907070,1.67,1.87,1.67,1.87,0.27,2023-03-20
034739,826000,12,1074910,1.32,1.32,1.22,1.22,-0.07,2023-03-20
03473P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03473U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034740,1539000,30,1918150,1.23,1.29,1.21,1.24,0.01,2023-03-20
034741,97000,4,297650,3.09,3.09,3.05,3.05,0.07,2023-03-20
034742,13000,1,21060,1.62,1.62,1.62,1.62,-0.03,2023-03-20
034743,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034744,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034745,1374000,43,1107390,0.72,0.92,0.72,0.86,0.15,2023-03-20
034746,30000,1,16500,0.55,0.55,0.55,0.55,0.0,2023-03-20
034747,95000,3,118600,1.25,1.25,1.24,1.24,-0.02,2023-03-20
034748,113000,7,287300,2.53,2.55,2.53,2.55,0.13,2023-03-20
034749,419000,16,389620,0.9,0.97,0.88,0.94,0.13,2023-03-20
03474P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03474U,380000,8,71900,0.17,0.22,0.17,0.21,0.0,2023-03-20
034750,286000,27,531120,1.73,2.0,1.69,1.96,0.29,2023-03-20
034751,190000,5,168720,0.88,0.91,0.88,0.91,0.04,2023-03-20
034752,40000,11,24620,0.56,0.66,0.55,0.64,0.08,2023-03-20
034753,110000,4,94300,0.88,0.88,0.83,0.83,0.0,2023-03-20
034754,246000,4,230450,0.91,0.95,0.91,0.95,0.04,2023-03-20
034755,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034756,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034757,55000,2,6100,0.11,0.12,0.11,0.12,0.0,2023-03-20
034758,232000,8,157910,0.68,0.69,0.67,0.67,0.0,2023-03-20
034759,3557000,43,5011540,1.48,1.48,1.37,1.38,-0.12,2023-03-20
03475P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03475U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034760,119000,3,150250,1.3,1.3,1.25,1.25,-0.1,2023-03-20
034761,95000,3,113600,1.2,1.2,1.13,1.13,-0.08,2023-03-20
034762,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034763,8000,1,5360,0.67,0.67,0.67,0.67,-0.01,2023-03-20
034764,34000,7,13340,0.4,0.4,0.37,0.37,-0.07,2023-03-20
034765,148000,4,69760,0.47,0.49,0.47,0.49,0.0,2023-03-20
034766,27000,5,82190,2.93,3.13,2.89,3.13,0.41,2023-03-20
034767,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034768,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034769,220000,2,228800,1.04,1.04,1.04,1.04,0.0,2023-03-20
03476U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034770,201000,2,148730,0.73,0.74,0.73,0.74,-0.01,2023-03-20
034771,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034772,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034773,183000,30,571280,2.87,3.49,2.85,3.47,0.0,2023-03-20
034774,515000,4,1488600,2.84,2.97,2.84,2.97,-0.04,2023-03-20
034775,5000,1,5000,1.0,1.0,1.0,1.0,0.02,2023-03-20
034776,3000,1,1260,0.42,0.42,0.42,0.42,0.04,2023-03-20
034777,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034778,2000,1,9200,4.6,4.6,4.6,4.6,0.23,2023-03-20
034779,80000,1,76800,0.96,0.96,0.96,0.96,0.0,2023-03-20
03477P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03477U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034780,10000,1,10100,1.01,1.01,1.01,1.01,0.0,2023-03-20
034781,321000,8,588750,1.66,2.3,1.62,2.3,0.8,2023-03-20
034782,1000,1,2140,2.14,2.14,2.14,2.14,0.18,2023-03-20
034783,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034784,26000,3,20340,0.8,0.8,0.77,0.77,-0.03,2023-03-20
034785,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034786,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034787,748000,18,1397280,1.84,1.94,1.81,1.94,0.2,2023-03-20
034788,47000,4,29590,0.62,0.64,0.62,0.63,-0.17,2023-03-20
034789,657000,10,621430,0.93,0.95,0.93,0.95,0.05,2023-03-20
03478P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03478U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034790,45000,1,31500,0.7,0.7,0.7,0.7,-0.13,2023-03-20
034791,34000,6,157620,4.22,4.78,4.22,4.78,0.81,2023-03-20
034792,25000,2,65580,2.57,2.64,2.57,2.64,-0.09,2023-03-20
034793,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034794,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034795,250000,9,528470,2.17,2.17,2.05,2.05,-0.13,2023-03-20
034796,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034797,100000,9,211180,2.21,2.21,1.92,1.92,0.26,2023-03-20
034798,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034799,162000,7,401310,2.45,2.53,2.38,2.38,0.06,2023-03-20
03479P,20000,1,9800,0.49,0.49,0.49,0.49,0.0,2023-03-20
03479U,2011000,49,585510,0.25,0.35,0.25,0.28,-0.07,2023-03-20
034800,200000,5,460500,2.25,2.32,2.25,2.32,0.0,2023-03-20
034801,23000,5,34420,1.5,1.53,1.48,1.48,0.07,2023-03-20
034802,330000,7,519550,1.51,1.6,1.51,1.6,0.13,2023-03-20
034803,6000,2,7920,1.32,1.32,1.32,1.32,0.13,2023-03-20
034804,515000,24,1288360,2.0,2.68,2.0,2.66,0.78,2023-03-20
034805,3000,1,7890,2.63,2.63,2.63,2.63,0.24,2023-03-20
034806,50000,1,199500,3.99,3.99,3.99,3.99,0.0,2023-03-20
034807,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034808,44000,2,32260,0.71,0.74,0.71,0.74,0.06,2023-03-20
034809,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03480P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03480U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034810,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034811,31000,3,51520,1.66,1.69,1.66,1.69,-0.01,2023-03-20
034812,645000,13,387330,0.63,0.64,0.57,0.57,-0.08,2023-03-20
034813,10000,1,14800,1.48,1.48,1.48,1.48,0.0,2023-03-20
034814,3000,1,960,0.32,0.32,0.32,0.32,0.0,2023-03-20
034815,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034816,16000,3,21410,1.33,1.37,1.33,1.37,0.0,2023-03-20
034817,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034818,40000,2,10000,0.25,0.25,0.25,0.25,0.0,2023-03-20
034819,317000,7,168070,0.56,0.56,0.53,0.53,-0.05,2023-03-20
03481P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03481U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034820,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034821,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034822,26000,1,35360,1.36,1.36,1.36,1.36,0.0,2023-03-20
034823,530000,7,1050830,2.03,2.03,1.96,1.99,0.17,2023-03-20
034824,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034825,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034826,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034827,213000,9,663830,2.9,3.32,2.9,3.21,0.59,2023-03-20
034828,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034829,178000,19,136260,0.76,0.81,0.75,0.81,0.04,2023-03-20
03482P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03482U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034830,2000,1,1860,0.93,0.93,0.93,0.93,0.0,2023-03-20
034831,294000,7,260460,0.88,0.89,0.88,0.89,0.04,2023-03-20
034832,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034833,90000,1,26100,0.29,0.29,0.29,0.29,0.03,2023-03-20
034834,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034835,7000,1,6790,0.97,0.97,0.97,0.97,0.18,2023-03-20
034836,86000,6,85300,0.97,1.04,0.97,1.04,0.1,2023-03-20
034837,524000,8,394120,0.73,0.83,0.73,0.83,0.1,2023-03-20
034838,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034839,169000,9,154990,0.93,0.96,0.88,0.88,0.02,2023-03-20
03483P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03483U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034840,841000,18,413950,0.56,0.56,0.47,0.5,-0.11,2023-03-20
034841,7000,5,16870,2.44,2.44,2.38,2.39,0.06,2023-03-20
034842,82000,1,50840,0.62,0.62,0.62,0.62,-0.03,2023-03-20
034843,220000,5,146940,0.65,0.67,0.65,0.67,0.0,2023-03-20
034844,41000,2,29500,0.72,0.72,0.7,0.7,-0.05,2023-03-20
034845,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034846,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034847,141000,16,526230,3.48,4.22,3.34,4.15,0.6,2023-03-20
034848,76000,5,99180,1.18,1.35,1.18,1.28,0.24,2023-03-20
034849,252000,6,290810,1.15,1.17,1.15,1.16,0.07,2023-03-20
03484P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03484U,51000,3,10720,0.21,0.22,0.21,0.22,0.02,2023-03-20
034850,21000,3,11780,0.58,0.58,0.56,0.56,0.0,2023-03-20
034851,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034852,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034853,37000,3,36930,1.0,1.0,0.99,0.99,-0.02,2023-03-20
034854,60000,2,63700,1.07,1.07,1.06,1.06,0.0,2023-03-20
034855,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034856,33000,3,43590,1.31,1.35,1.31,1.35,0.15,2023-03-20
034857,54000,3,40500,0.75,0.75,0.75,0.75,-0.01,2023-03-20
034858,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034859,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03485P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03485U,8000,1,8400,1.05,1.05,1.05,1.05,0.0,2023-03-20
034860,149000,3,108770,0.73,0.73,0.73,0.73,0.11,2023-03-20
034861,92000,2,89140,0.96,0.97,0.96,0.97,-0.01,2023-03-20
034862,465000,2,757950,1.63,1.63,1.63,1.63,0.09,2023-03-20
034863,145000,7,285290,1.95,2.02,1.94,2.02,0.28,2023-03-20
034864,17000,1,35870,2.11,2.11,2.11,2.11,0.0,2023-03-20
034865,117000,3,194920,1.64,1.96,1.64,1.96,0.4,2023-03-20
034866,101000,2,127260,1.26,1.26,1.26,1.26,0.01,2023-03-20
034867,217000,17,379950,1.75,1.8,1.72,1.8,0.02,2023-03-20
034868,56000,9,102740,1.84,1.89,1.79,1.88,0.0,2023-03-20
034869,59000,7,252110,4.19,4.38,4.19,4.36,0.0,2023-03-20
03486P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03486U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034870,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034871,10000,1,12800,1.28,1.28,1.28,1.28,0.0,2023-03-20
034872,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034873,5000,1,3400,0.68,0.68,0.68,0.68,0.0,2023-03-20
034874,390000,8,329220,0.85,0.86,0.83,0.84,-0.04,2023-03-20
034875,423000,26,660150,1.58,1.6,1.52,1.53,0.03,2023-03-20
034876,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034877,664000,24,1157250,1.65,1.78,1.65,1.74,0.1,2023-03-20
034878,136000,6,114640,0.85,0.85,0.84,0.84,-0.03,2023-03-20
034879,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03487P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03487U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034880,118000,20,141310,1.22,1.22,1.13,1.21,-0.04,2023-03-20
034881,54000,6,49960,0.93,0.96,0.91,0.93,0.02,2023-03-20
034882,195000,33,733000,3.45,4.01,3.45,4.01,0.71,2023-03-20
034883,141000,3,159370,1.09,1.17,1.09,1.17,0.02,2023-03-20
034884,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034885,18000,4,29420,1.71,1.71,1.58,1.58,-0.03,2023-03-20
034886,79000,1,109020,1.38,1.38,1.38,1.38,0.05,2023-03-20
034887,272000,17,575660,2.18,2.18,2.1,2.12,-0.08,2023-03-20
034888,586000,14,2818760,4.24,4.99,4.08,4.99,0.93,2023-03-20
034889,723000,19,1018070,1.41,1.44,1.37,1.4,0.05,2023-03-20
03488P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03488U,235000,9,52250,0.23,0.23,0.21,0.21,-0.07,2023-03-20
034890,345000,9,569190,1.6,1.68,1.6,1.65,0.06,2023-03-20
034891,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034892,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034893,14000,5,15130,1.1,1.1,1.02,1.02,-0.09,2023-03-20
034894,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034895,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034896,1000,1,360,0.36,0.36,0.36,0.36,0.0,2023-03-20
034897,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034898,61000,2,29870,0.49,0.49,0.47,0.47,-0.08,2023-03-20
034899,10000,1,10600,1.06,1.06,1.06,1.06,0.0,2023-03-20
03489P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03489U,100000,2,38000,0.38,0.38,0.38,0.38,0.0,2023-03-20
034900,10000,1,10600,1.06,1.06,1.06,1.06,-0.05,2023-03-20
034901,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034902,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034903,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034904,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034905,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034906,630000,6,810000,1.38,1.38,1.23,1.23,-0.12,2023-03-20
034907,122000,5,297960,2.5,2.5,2.36,2.36,-0.15,2023-03-20
034908,120000,4,329790,2.8,2.8,2.71,2.71,-0.11,2023-03-20
034909,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03490P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03490U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034910,1000,1,5200,5.2,5.2,5.2,5.2,-0.05,2023-03-20
034911,69000,12,129300,1.56,1.92,1.56,1.84,0.0,2023-03-20
034912,30000,3,62900,2.23,2.23,2.05,2.05,0.0,2023-03-20
034913,5000,1,11800,2.36,2.36,2.36,2.36,0.19,2023-03-20
034914,125000,7,318290,2.5,2.62,2.5,2.56,0.21,2023-03-20
034915,249000,6,594670,2.42,2.44,2.25,2.27,0.0,2023-03-20
034916,50000,2,111000,2.22,2.22,2.22,2.22,0.0,2023-03-20
034917,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034918,16000,2,66500,4.07,4.3,4.07,4.3,0.43,2023-03-20
034919,56000,4,76210,1.34,1.43,1.34,1.43,0.12,2023-03-20
03491P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03491U,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034920,1000,1,3750,3.75,3.75,3.75,3.75,0.16,2023-03-20
034921,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034922,126000,11,313040,2.54,2.54,2.31,2.31,-0.07,2023-03-20
034923,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034924,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034925,86000,9,177760,1.99,2.14,1.96,1.96,0.03,2023-03-20
034926,63000,6,124540,1.92,2.04,1.92,1.95,0.0,2023-03-20
034927,288000,5,361270,1.24,1.28,1.24,1.24,-0.13,2023-03-20
034928,1000,1,900,0.9,0.9,0.9,0.9,-0.04,2023-03-20
034929,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03492P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03492U,16000,3,4160,0.26,0.26,0.26,0.26,-0.03,2023-03-20
034930,161000,4,110080,0.68,0.69,0.68,0.69,0.06,2023-03-20
034931,151000,2,252280,1.78,1.78,1.67,1.67,-0.02,2023-03-20
034932,20000,2,40240,2.02,2.02,2.0,2.0,0.0,2023-03-20
034933,16000,1,22880,1.43,1.43,1.43,1.43,0.0,2023-03-20
034934,44000,4,69940,1.59,1.6,1.54,1.6,0.06,2023-03-20
034935,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034936,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034937,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034938,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034939,60000,6,30600,0.53,0.53,0.49,0.49,-0.12,2023-03-20
03493P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03493U,43000,4,28280,0.66,0.66,0.65,0.66,-0.03,2023-03-20
034940,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034941,69000,2,90390,1.31,1.31,1.31,1.31,-0.02,2023-03-20
034942,118000,3,235320,1.99,2.01,1.98,1.98,-0.01,2023-03-20
034943,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034944,100000,1,155000,1.55,1.55,1.55,1.55,0.0,2023-03-20
034945,50000,1,33500,0.67,0.67,0.67,0.67,0.0,2023-03-20
034946,156000,7,241390,1.66,1.66,1.51,1.54,-0.16,2023-03-20
034947,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
034948,174000,15,154770,0.88,0.91,0.86,0.9,0.03,2023-03-20
034949,3000,1,3480,1.16,1.16,1.16,1.16,0.0,2023-03-20
03494P,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
03494U,10000,1,11800,1.18,1.18,1.18,1.18,-0.05,2023-03-20
034950,257000,5,1245690,5.3,5.3,4.81,4.81,-0.89,2023-03-20
034951,30000,3,48840,1.6,1.63,1.6,1.63,0.04,2023-03-20
034952,32000,4,41300,1.3,1.3,1.29,1.29,0.0,2023-03-20
034953,20000,2,26400,1.32,1.32,1.32,1.32,0.0,2023-03-20
034954,200000,2,228000,1.13,1.15,1.13,1.15,0.04,2023-03-20
034955,780000,14,537680,0.66,0.72,0.65,0.66,0.05,2023-03-20
034956,0,0,0,0.0,0.0,0.0,0.0,0.0,2023-03-20
